sourceBundle,sourceBundlePath,buttonComponentPathId,buttonGameObjectPathId,buttonScriptPathId,buttonFullName,originalButtonPath,buttonSuffix,targetGraphicRef,targetComponentPathId,targetGameObjectPathId,targetFullName,targetScriptPathId,originalTargetPath,targetSuffix,targetRaycastTarget,targetColor,targetSpriteRef,targetMaterialRef,buttonSizeDelta,buttonAnchoredPosition,buttonAnchorMin,buttonAnchorMax,buttonPivot,targetSizeDelta,targetAnchoredPosition,targetAnchorMin,targetAnchorMax,targetPivot,patchEligible,evidence
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,-5837586146717613055,-3211728195852475654,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_icon,root_battle/UI_BattleItemFly/root_item/itemCell76/btn_icon,0:-4357727614158106318,-4357727614158106318,-3211728195852475654,UnityEngine.UI.Image,-7030229213176759517,UI_NormalBattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_icon,root_battle/UI_BattleItemFly/root_item/itemCell76/btn_icon,1,1.000/1.000/1.000/0.000,0:0,0:0,90.000/92.000,0.000/0.000,0.500/0.500,0.500/0.500,0.500/0.500,90.000/92.000,0.000/0.000,0.500/0.500,0.500/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,-8726526249202430205,7914487146749564018,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_item_seach,root_battle/UI_BattleItemFly/root_item/itemCell76/btn_item_seach,0:1242523710374924510,1242523710374924510,7914487146749564018,UnityEngine.UI.Image,-7030229213176759517,UI_NormalBattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_item_seach,root_battle/UI_BattleItemFly/root_item/itemCell76/btn_item_seach,1,1.000/1.000/1.000/1.000,6:-5862618822027723571,0:0,29.000/29.000,34.900/34.600,0.500/0.500,0.500/0.500,0.500/0.500,29.000/29.000,34.900/34.600,0.500/0.500,0.500/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,8904493844586161393,8081881472641377790,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_jian,root_battle/UI_BattleItemFly/root_item/itemCell76/btn_jian,0:-2870195029538695219,-2870195029538695219,8081881472641377790,UnityEngine.UI.Image,-7030229213176759517,UI_NormalBattle/root_battle/UI_BattleItemFly/root_item/itemCell76/btn_jian,root_battle/UI_BattleItemFly/root_item/itemCell76/btn_jian,1,1.000/1.000/1.000/0.000,0:38861690050489314,0:0,76.000/76.000,0.000/0.000,0.500/0.500,0.500/0.500,0.500/0.500,76.000/76.000,0.000/0.000,0.500/0.500,0.500/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,2637306058392801210,8211834688704653311,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_battle/btn_Explosive_All,root_battle/btn_Explosive_All,0:752055561264960527,752055561264960527,8211834688704653311,UnityEngine.UI.Image,-7030229213176759517,UI_NormalBattle/root_battle/btn_Explosive_All,root_battle/btn_Explosive_All,1,1.000/1.000/1.000/1.000,2:-7074598366668836248,0:0,86.000/89.000,-442.000/-240.000,0.500/0.500,0.500/0.500,0.500/0.500,86.000/89.000,-442.000/-240.000,0.500/0.500,0.500/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,-4274887068982472903,4590428326748754876,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_battle/btn_Explosive_Cancel,root_battle/btn_Explosive_Cancel,0:5191797893382444600,5191797893382444600,4590428326748754876,UnityEngine.UI.Image,-7030229213176759517,UI_NormalBattle/root_battle/btn_Explosive_Cancel,root_battle/btn_Explosive_Cancel,1,1.000/1.000/1.000/1.000,31:8567226860985364068,0:0,82.000/35.000,-440.000/-310.500,0.500/0.500,0.500/0.500,0.500/0.500,82.000/35.000,-440.000/-310.500,0.500/0.500,0.500/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,-8167327256639582268,5697274216737575030,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_battle/btnhelp,root_battle/btnhelp,0:-3654988624662608736,-3654988624662608736,5697274216737575030,UnityEngine.UI.Empty4Raycast,-2324043793906593294,UI_NormalBattle/root_battle/btnhelp,root_battle/btnhelp,1,1.000/1.000/1.000/1.000,0:0,0:0,101.000/43.000,668.000/317.000,1.000/0.500,1.000/0.500,0.500/0.500,101.000/43.000,668.000/317.000,1.000/0.500,1.000/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,3419645357457764377,-5436781887833331713,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_battle/cizhui_group/btn_arrow,root_battle/cizhui_group/btn_arrow,0:1582931434948644280,1582931434948644280,-5436781887833331713,YouYou.YouYouImage,1242602534869556086,UI_NormalBattle/root_battle/cizhui_group/btn_arrow,root_battle/cizhui_group/btn_arrow,1,1.000/1.000/1.000/1.000,39:-3499988007078409687,0:0,40.000/35.000,-75.700/72.000,0.500/0.500,0.500/0.500,0.500/0.500,40.000/35.000,-75.700/72.000,0.500/0.500,0.500/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,-6617282970448855829,3523617101246731137,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_battle/cizhui_group/btn_arrowbg,root_battle/cizhui_group/btn_arrowbg,0:-1359155509968632213,-1359155509968632213,3523617101246731137,UnityEngine.UI.Empty4Raycast,-2324043793906593294,UI_NormalBattle/root_battle/cizhui_group/btn_arrowbg,root_battle/cizhui_group/btn_arrowbg,1,1.000/1.000/1.000/1.000,0:0,0:0,220.000/80.000,-75.700/46.900,0.500/0.500,0.500/0.500,0.500/0.500,220.000/80.000,-75.700/46.900,0.500/0.500,0.500/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,-9169268295015807473,8688010253657746694,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_battle/guideBattlejihuo,root_battle/guideBattlejihuo,0:1130089223968928240,1130089223968928240,8688010253657746694,UnityEngine.UI.Empty4Raycast,-2324043793906593294,UI_NormalBattle/root_battle/guideBattlejihuo,root_battle/guideBattlejihuo,1,1.000/1.000/1.000/1.000,0:0,0:0,100.000/200.000,149.000/-132.000,0.500/0.500,0.500/0.500,0.500/0.500,100.000/200.000,149.000/-132.000,0.500/0.500,0.500/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,4071616554791821277,2807535525209383960,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_opra/btnAuto,root_opra/btnAuto,0:-5730111420001720788,-5730111420001720788,2807535525209383960,UnityEngine.UI.Empty4Raycast,-2324043793906593294,UI_NormalBattle/root_opra/btnAuto,root_opra/btnAuto,1,1.000/1.000/1.000/1.000,0:0,0:0,101.000/43.000,-62.000/160.000,1.000/0.500,1.000/0.500,0.500/0.500,101.000/43.000,-62.000/160.000,1.000/0.500,1.000/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,7023864240174163877,5266716129565880121,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_opra/btnBuff,root_opra/btnBuff,0:5123930090598448770,5123930090598448770,5266716129565880121,UnityEngine.UI.Empty4Raycast,-2324043793906593294,UI_NormalBattle/root_opra/btnBuff,root_opra/btnBuff,1,1.000/1.000/1.000/1.000,0:0,0:0,101.000/43.000,-62.000/250.000,1.000/0.500,1.000/0.500,0.500/0.500,101.000/43.000,-62.000/250.000,1.000/0.500,1.000/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
download/ui/uiprefabandres/battle_ext_prefabs.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\battle_ext_prefabs.assetbundle,1753856061559965106,5499775656847867690,-787143586316466668,UnityEngine.UI.Button,UI_NormalBattle/root_opra/btnFastSkill,root_opra/btnFastSkill,0:1511164893913660683,1511164893913660683,5499775656847867690,UnityEngine.UI.Empty4Raycast,-2324043793906593294,UI_NormalBattle/root_opra/btnFastSkill,root_opra/btnFastSkill,1,1.000/1.000/1.000/1.000,0:0,0:0,101.000/43.000,-62.000/-110.000,1.000/0.500,1.000/0.500,0.500/0.500,101.000/43.000,-62.000/-110.000,1.000/0.500,1.000/0.500,0.500/0.500,true,original MonoBehaviour Button m_TargetGraphic PPtr from battle_ext_prefabs
