bundle,class,export_dir,parse_status,object_count,used_offset,size,type_counts,image_count,image_samples
download/commonprefabsandres/tmpshaders.assetbundle,tmp_shaders,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_b8ea903aaf17053d,,15,1,85337,"{""AssetBundle"": 1, ""Shader"": 13, ""ShaderVariantCollection"": 1}",0,
download/ui/uifont/japanese/font/arialsimple.assetbundle,source_font,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_fe71bd6b935c348c,,4,0,788282,"{""AssetBundle"": 1, ""Font"": 1, ""Material"": 1, ""Texture2D"": 1}",0,
download/ui/uifont/japanese/font/epm.assetbundle,source_font,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_f19ababe70ef8c0b,,4,0,999895,"{""AssetBundle"": 1, ""Font"": 1, ""Material"": 1, ""Texture2D"": 1}",0,
download/ui/uifont/japanese/font/num.assetbundle,source_font,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_1097239ff4c67508,,4,0,79407,"{""AssetBundle"": 1, ""Font"": 1, ""Material"": 1, ""Texture2D"": 1}",0,
download/ui/uifont/japanese/font/riyu_1.assetbundle,source_font,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_5746567048dd9c2e,,4,0,332703,"{""AssetBundle"": 1, ""Font"": 1, ""Material"": 1, ""Texture2D"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_bai_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_6ffb08828f57967a,,2,0,3017,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_cheng_242_180_66.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_a8bab318d96f46b8,,2,0,3034,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_green_0.3_0.3.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_14a9814f12f3d669,,2,0,3051,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_1a4adb85afe0ecab,,2,0,3035,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_hei_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_d37701d726346b2a,,2,0,3017,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_hong_0.3__0.3.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_54a5351b9df51eec,,2,0,3031,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_hui_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_9d0a6e97f6b723ab,,2,0,3027,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_lan_53_135_220_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_ea1690319ba46ebf,,2,0,3061,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_lu_65_105_36_0.4_0.4.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e56912a8427c5c3b,,2,0,3038,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_shenzong_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_d282e659b5d3bc49,,2,0,3033,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_wuxiaoguo_dongtai.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_50941ca61db03561,,2,0,3017,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_zi_179_113_213_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_cbc9685fddb9f242,,2,0,3039,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_epm/epm_zong.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_07bc2d6a67b7377e,,2,0,3022,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_ksw/ksw_bai_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_9b00e9b8519a2bea,,2,0,3032,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_ksw/ksw_fen_245_105_120_0.4_0.4.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_865e5799c58b13f1,,2,0,3042,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_bai_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_db523919fe8a0bf5,,2,0,3014,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_cheng_242_180_66_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_c35260f280f0c40b,,2,0,3063,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_fen_245_105_120_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_8c3c9fe5fefc03f0,,2,0,3040,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_hong_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_ff6108ee41561b49,,2,0,3043,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_hui_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_db7ea71ab975844b,,2,0,3024,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_lan_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e0fe3494d75ed0ed,,2,0,3042,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_lu_65_105_36_0.4_0.4.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_de61d3a67b9bf27d,,2,0,3034,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_shenzong.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_372eabb01433b1cf,,2,0,3018,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_touying_jianbian.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_bc2e9cd019be848d,,2,0,3066,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_num/num_zong_127_66_11_0.4_0.4.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_b898ec03124e96db,,2,0,3035,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_127_66_11__0.4__0.4.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_faee3e0a7354c7e5,,2,0,3030,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_222_130_2_shenzong_touying.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_0cb198e67670b2b4,,2,0,3091,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_baibian_0.2_0.2_1.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_00988dbcf09bafad,,2,0,3041,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_cheng_254_178_18.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_d9cc8b2aa2d72640,,2,0,3038,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_hei_baibian.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_f50c8dde6f01e121,,2,0,3034,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_hong_226_69_52_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_aaee989ee15c3bd5,,2,0,3039,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_hui_zhuanyong_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_70eff205f13b4e1e,,2,0,3035,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_lan_0.1_0.1.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_9b96d5b368685564,,2,0,3044,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_lu_5_167_16_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_803f269cb4cb5edf,,2,0,3032,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_lu_65_105_36_0.4_0.4.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_e5f257f338143088,,2,0,3036,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_lu_shadow.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_1a686f043e921565,,2,0,3063,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_pink.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_70fb5721b537774a,,2,0,3043,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_pink_shadow.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_2e6bcb886ab7abb9,,2,0,3086,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_shenzong_0.2_0.2.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_613ea0b298849d7c,,2,0,3035,"{""AssetBundle"": 1, ""Material"": 1}",0,
download/ui/uifont/japanese/font_material_riyu/riyu_shenzong_0.2_0.2_baitouying.assetbundle,font_material_preset,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\bundles\b_4eae1bf89df9bd01,,2,0,3048,"{""AssetBundle"": 1, ""Material"": 1}",0,
