shared_material_path_id,font_key,bundle,material_name,property_type,property_name,value,scale,offset
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_ShaderFlags,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_Sharpness,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_SpecularPower,2.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_Stencil,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_StencilComp,8.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_StencilOp,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_StencilReadMask,255.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_StencilWriteMask,255.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_TextureHeight,2048.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_TextureWidth,1024.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_UnderlayDilate,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_UnderlayOffsetX,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_UnderlayOffsetY,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_UnderlaySoftness,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_VertexOffsetX,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_VertexOffsetY,0.0,,
-3548449482811076398,EPM,download/ui/uifont/japanese/font_material_epm/epm_hei_0.1_0.1.assetbundle,EPM_hei_0.1_0.1,float,_WeightBold,0.75,,
