font_key,bundle,font_path_id,glyph_index,width,height,bearing_x,bearing_y,advance,rect_x,rect_y,rect_width,rect_height,scale,atlas_index
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,76,39.921875,26.84375,1.71875,21.203125,43.484375,675,10,41,28,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,83,18.125,36.546875,0.234375,29.953125,18.203125,482,65,19,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,84,25.8125,27.171875,0.3125,20.765625,26.875,68,124,27,28,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,85,28.53125,26.84375,-0.125,20.84375,27.6875,578,66,30,27,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,87,27.265625,26.84375,-0.3125,20.84375,27.0,363,180,28,27,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,90,14.40625,36.3125,0.4375,29.59375,16.046875,244,616,15,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,92,14.40625,36.3125,1.234375,29.59375,16.046875,660,407,15,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,93,20.5625,8.25,0.359375,17.84375,21.234375,1048,125,21,9,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,98,8.6875,8.625,1.796875,2.3125,29.0,128,261,10,10,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,99,12.359375,12.40625,1.359375,4.640625,32.875,1902,515,13,13,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,100,4.921875,4.8125,4.0,14.046875,12.875,1088,352,5,6,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,102,30.125,4.8125,2.15625,14.046875,34.40625,421,67,31,6,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,128,21.5625,21.84375,0.234375,24.71875,22.0,188,463,22,23,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,141,23.6875,29.671875,0.59375,28.234375,24.84375,1630,239,25,31,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,260,9.40625,35.71875,12.4375,29.953125,34.40625,252,561,10,36,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,285,7.890625,25.078125,13.234375,24.71875,34.40625,1360,238,9,26,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,850,31.078125,28.84375,3.71875,25.4375,36.796875,694,462,32,30,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,857,33.5625,32.875,2.3125,28.640625,36.796875,533,511,34,34,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,865,25.796875,28.96875,5.5625,25.28125,36.796875,746,410,27,30,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,867,28.6875,33.796875,4.59375,29.359375,36.796875,398,568,30,35,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,871,33.625,34.546875,1.6875,28.953125,36.796875,471,566,35,35,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,872,35.484375,37.0,1.640625,31.359375,36.796875,596,465,37,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,877,32.125,34.515625,2.359375,29.203125,36.796875,586,522,33,36,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,885,31.796875,29.75,2.484375,25.875,36.796875,1464,523,33,30,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,889,31.28125,32.15625,3.359375,27.796875,36.796875,533,564,32,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,892,33.75,30.203125,1.5625,26.203125,36.796875,1988,676,35,31,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,893,33.671875,32.71875,2.40625,27.875,36.796875,1707,525,35,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,908,28.3125,34.125,4.5625,29.078125,36.796875,947,404,29,36,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,919,25.53125,33.875,6.515625,28.640625,36.796875,746,459,27,35,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,922,37.03125,34.078125,0.40625,28.640625,36.796875,792,411,38,35,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,928,31.15625,35.28125,2.84375,30.046875,36.796875,652,511,32,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,931,31.921875,30.484375,3.078125,26.078125,36.796875,1057,404,32,32,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,942,32.5625,33.921875,2.078125,29.0,36.796875,69,352,33,34,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,946,32.359375,33.28125,2.125,28.875,36.796875,849,470,33,34,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,949,32.15625,31.875,4.640625,31.5625,36.796875,694,410,33,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,952,31.6875,32.203125,3.0,28.28125,36.796875,1997,574,32,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,955,36.078125,33.921875,1.203125,30.484375,36.796875,1941,574,37,35,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,969,18.828125,32.671875,11.765625,28.3125,36.796875,703,511,20,34,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,970,23.28125,32.671875,11.640625,28.3125,36.796875,1892,622,24,34,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,977,36.75,30.796875,0.5625,28.84375,36.796875,1997,626,38,31,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,983,34.359375,34.671875,3.234375,30.796875,36.796875,1838,571,35,35,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,986,34.078125,24.078125,1.40625,24.640625,36.796875,480,237,35,25,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,996,27.1875,27.3125,4.765625,22.234375,36.796875,1928,239,28,29,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1002,29.078125,31.546875,3.796875,27.234375,36.796875,1874,348,30,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1004,33.4375,31.109375,2.046875,27.796875,36.796875,1574,295,34,32,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1005,25.796875,29.765625,6.6875,26.5625,36.796875,1815,297,27,31,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1006,25.796875,25.03125,5.484375,24.234375,36.796875,1761,575,27,26,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1012,28.96875,29.921875,4.953125,26.484375,36.796875,1892,572,30,31,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1082,43.125,37.203125,-0.078125,30.796875,44.0,822,68,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1084,43.28125,37.203125,-0.234375,30.796875,44.0,347,399,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1089,43.28125,37.203125,-0.234375,30.796875,44.0,817,238,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1090,43.328125,37.109375,-0.28125,30.796875,44.0,1264,181,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1094,43.28125,37.640625,-0.234375,30.796875,44.0,1986,287,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1097,43.328125,37.109375,-0.28125,30.796875,44.0,414,170,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1100,38.875,37.203125,1.046875,30.796875,44.0,282,513,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1118,37.921875,37.203125,0.796875,30.796875,44.0,480,123,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1146,38.359375,37.109375,0.59375,30.796875,44.0,304,231,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1153,38.875,37.203125,1.046875,30.796875,44.0,305,66,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1158,38.8125,31.921875,2.59375,29.203125,44.0,536,234,40,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1159,38.8125,36.078125,2.59375,29.765625,44.0,1171,351,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1160,38.8125,36.171875,2.59375,29.765625,44.0,1475,410,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1169,38.8125,36.078125,2.59375,29.765625,44.0,1623,183,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1171,42.96875,37.203125,0.078125,30.796875,44.0,1693,295,44,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1173,42.96875,37.203125,0.078125,30.796875,44.0,1775,518,44,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1174,42.96875,37.109375,0.078125,30.796875,44.0,411,453,44,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1194,38.8125,31.921875,2.59375,29.203125,44.0,1002,180,40,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1199,38.8125,36.8125,2.59375,30.40625,44.0,423,10,40,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1200,38.8125,36.078125,2.59375,29.765625,44.0,129,464,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1210,38.8125,36.078125,2.59375,29.765625,44.0,1276,125,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1214,38.0,37.203125,0.953125,30.796875,44.0,1390,227,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1220,37.765625,37.59375,0.953125,30.796875,44.0,1785,461,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1230,38.8125,31.921875,2.59375,29.203125,44.0,233,454,40,33,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1231,38.8125,36.078125,2.59375,29.765625,44.0,66,633,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1234,38.8125,36.078125,2.59375,29.765625,44.0,1512,238,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1236,38.8125,36.171875,2.59375,29.765625,44.0,10,232,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1237,38.8125,36.078125,2.59375,29.765625,44.0,421,284,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1241,37.921875,37.203125,0.796875,30.796875,44.0,944,124,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1243,38.3125,37.203125,0.640625,30.796875,44.0,298,123,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1253,43.125,37.203125,-0.078125,30.796875,44.0,1153,120,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1287,39.203125,37.203125,0.71875,30.796875,44.0,1058,238,40,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1310,38.8125,38.046875,2.59375,29.765625,44.0,1628,125,40,39,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1328,38.8125,36.171875,2.59375,29.765625,44.0,637,176,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1331,38.8125,36.171875,2.59375,29.765625,44.0,637,120,40,37,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1365,38.71875,37.203125,1.203125,30.796875,44.0,1929,125,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1369,38.125,37.203125,1.796875,30.796875,44.0,1302,238,39,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1373,42.84375,37.203125,0.203125,30.796875,44.0,990,289,44,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1374,43.359375,37.078125,-0.3125,30.796875,44.0,1744,238,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1376,43.359375,37.203125,-0.3125,30.796875,44.0,735,10,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1378,43.359375,37.109375,-0.3125,30.796875,44.0,650,295,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1381,43.359375,37.203125,-0.3125,30.796875,44.0,1564,124,45,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1390,39.71875,37.203125,0.203125,30.796875,44.0,1870,175,40,38,1.0,0
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,1405,37.640625,37.203125,1.078125,30.796875,44.0,1341,67,38,38,1.0,0
