game_object_id,game_object_name,component_path_id,sprite_ref,sprite_name,status,is_button,is_scroll_or_viewport,color_a,width,height,area,risk
-5572058928081997406,bg,-725326501819767552,3:6773407288378370059,btn_zylingqu,ready,False,False,1.0,88.0,46.0,4048.0,ok
2814371307771885402,im_biaoqing2,-5931297384466332236,3:5528929139094226854,T_biaoqing2,ready,False,False,1.0,73.0,53.0,3869.0,ok
8666480542967982485,im_bg,-9222968706698306483,1:3767306702705834126,BG_wave,ready,False,False,1.0,140.22999572753906,27.0,3786.2098846435547,ok
353001438332471237,im_bg,-7849893003438781143,1:3767306702705834126,BG_wave,ready,False,False,1.0,140.22999572753906,27.0,3786.2098846435547,ok
-525836409913160950,im_bg,-2323750260085667265,1:3767306702705834126,BG_wave,ready,False,False,1.0,140.22999572753906,27.0,3786.2098846435547,ok
-5779652512484356200,im_bg,5384635133936752699,1:3767306702705834126,BG_wave,ready,False,False,1.0,140.22999572753906,27.0,3786.2098846435547,ok
-7434548981661058032,img_actBannerJiantouLeft,-3536654491633620350,11:-6270577352366989475,zhuye_hdjh_jiantou2,ready,False,False,1.0,54.0,65.0,3510.0,ok
1846121534783890253,btn_beijing,4696956024874139928,3:-1005703355257696722,Icon_kbn,ready,True,False,1.0,57.0,57.0,3249.0,ok
2201742138246383560,btn_marry,7099424426205333565,0,,empty_sprite_ref,True,False,0.0,57.0,57.0,3249.0,ok
2915813541880018923,btn_yincang,8588109224720461148,3:-5556123453550250841,Icon_zdh,ready,True,False,1.0,57.0,57.0,3249.0,ok
-7993040032844102897,btn_qinmi,8854509014212182542,36:-1121192961255645693,T_daojudi,ready,True,False,1.0,59.599998474121094,54.0,3218.399917602539,ok
-3093971889231325640,bg,4102480878712317478,8:8567226860985364068,BTN_kaiguan,ready,False,False,1.0,82.0,37.0,3034.0,ok
-9053857454084686299,bg,4670746186603282552,8:8567226860985364068,BTN_kaiguan,ready,False,False,1.0,82.0,37.0,3034.0,ok
-8501376378821000551,shangdian_Btn,-6823783116757574630,1:6617065208850742552,Image_blank,ready,True,False,1.0,50.0,50.0,2500.0,ok
1827243085730985232,vip_Btn,-3075839640443665943,1:6617065208850742552,Image_blank,ready,True,False,1.0,50.0,50.0,2500.0,ok
5893478712417956079,haoyou_Btn,-1576395101777300176,1:6617065208850742552,Image_blank,ready,True,False,1.0,50.0,50.0,2500.0,ok
-801310222755141030,warn_item4,-1292115215269399153,0,,empty_sprite_ref,True,False,0.0,50.0,50.0,2500.0,ok
7795562433538303856,warn_item1,-862322929593533658,0,,empty_sprite_ref,True,False,0.0,50.0,50.0,2500.0,ok
-5230080826173605218,paihangbang_Btn,-232690637666042867,1:6617065208850742552,Image_blank,ready,True,False,1.0,50.0,50.0,2500.0,ok
5665041054821263364,warn_item2,31183109406757914,0,,empty_sprite_ref,True,False,0.0,50.0,50.0,2500.0,ok
2552115491841143847,wuyu_Btn,266407788741118905,1:6617065208850742552,Image_blank,ready,True,False,1.0,50.0,50.0,2500.0,ok
1104325277182087006,warn_item3,724043177368532570,0,,empty_sprite_ref,True,False,0.0,50.0,50.0,2500.0,ok
-2999821594012199392,funhandbook_Btn,1077415355012033400,1:6617065208850742552,Image_blank,ready,True,False,1.0,50.0,50.0,2500.0,ok
260270960241352397,youjian_Btn,1285003832330813009,1:6617065208850742552,Image_blank,ready,True,False,1.0,50.0,50.0,2500.0,ok
-2976494861528453300,img_actBannerJiantouShang,3907416157592052708,11:-8060384775368570127,zhuye_hdjh_jiantou1,ready,False,False,1.0,52.0,46.0,2392.0,ok
