font_key,bundle,material_path_id,material_name,property_type,property_name,value,scale,offset
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_Stencil,0.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_StencilComp,8.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_StencilOp,0.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_StencilReadMask,255.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_StencilWriteMask,255.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_TextureHeight,1024.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_TextureWidth,2048.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_UnderlayDilate,0.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_UnderlayOffsetX,0.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_UnderlayOffsetY,0.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_UnderlaySoftness,0.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_VertexOffsetX,0.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_VertexOffsetY,0.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_WeightBold,0.75,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,float,_WeightNormal,0.0,,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_ClipRect,"-32767.0,-32767.0,32767.0,32767.0",,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_EnvMatrixRotation,"0.0,0.0,0.0,0.0",,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_FaceColor,"1.0,1.0,1.0,1.0",,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_GlowColor,"0.0,1.0,0.0,0.5",,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_MaskCoord,"0.0,0.0,32767.0,32767.0",,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_OutlineColor,"0.27843138575553894,0.24313725531101227,0.2078431397676468,1.0",,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_ReflectFaceColor,"0.0,0.0,0.0,1.0",,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_ReflectOutlineColor,"0.0,0.0,0.0,1.0",,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_SpecularColor,"1.0,1.0,1.0,1.0",,
riyu_shenzong_0.2_0.2,download/ui/uifont/japanese/tmp/riyu_shenzong_0.2_0.2.assetbundle,-6629379979438040044,riyushufazi Atlas Material,color,_UnderlayColor,"0.0,0.0,0.0,0.5",,
EPM_bai_0.2_0.2,download/ui/uifont/japanese/tmp/epm_bai_0.2_0.2.assetbundle,4197552658687390998,EPMGOBLD Atlas Material,texture,_BumpMap,0,"1.0,1.0","0.0,0.0"
EPM_bai_0.2_0.2,download/ui/uifont/japanese/tmp/epm_bai_0.2_0.2.assetbundle,4197552658687390998,EPMGOBLD Atlas Material,texture,_Cube,0,"1.0,1.0","0.0,0.0"
EPM_bai_0.2_0.2,download/ui/uifont/japanese/tmp/epm_bai_0.2_0.2.assetbundle,4197552658687390998,EPMGOBLD Atlas Material,texture,_FaceTex,0,"0.0,0.0","0.0,0.0"
EPM_bai_0.2_0.2,download/ui/uifont/japanese/tmp/epm_bai_0.2_0.2.assetbundle,4197552658687390998,EPMGOBLD Atlas Material,texture,_MainTex,-5547209632630771065,"1.0,1.0","0.0,0.0"
EPM_bai_0.2_0.2,download/ui/uifont/japanese/tmp/epm_bai_0.2_0.2.assetbundle,4197552658687390998,EPMGOBLD Atlas Material,texture,_OutlineTex,0,"0.0,0.0","0.0,0.0"
EPM_bai_0.2_0.2,download/ui/uifont/japanese/tmp/epm_bai_0.2_0.2.assetbundle,4197552658687390998,EPMGOBLD Atlas Material,float,_Ambient,0.5,,
EPM_bai_0.2_0.2,download/ui/uifont/japanese/tmp/epm_bai_0.2_0.2.assetbundle,4197552658687390998,EPMGOBLD Atlas Material,float,_Bevel,0.5,,
EPM_bai_0.2_0.2,download/ui/uifont/japanese/tmp/epm_bai_0.2_0.2.assetbundle,4197552658687390998,EPMGOBLD Atlas Material,float,_BevelClamp,0.0,,
