target,hierarchy_path,game_object_local_id,image_component_local_id,active_in_hierarchy,sibling_index,anchor_min_x,anchor_min_y,anchor_max_x,anchor_max_y,pivot_x,pivot_y,anchored_pos_x,anchored_pos_y,size_delta_x,size_delta_y,local_scale_x,local_scale_y,local_scale_z,rect_width,rect_height,rect_area,sprite_null,sprite_name,sprite_local_id,sprite_reference_string,material_name,material_local_id,raycast_target,color,white_no_sprite,cause_class
UI_JingjiFrame,UI_JingjiFrame_NavigationPrototype/top/bg_title/btn_help,0,0,0,3,0.5,0.5,0.5,0.5,0.5,0.5,86,1,41,41,1,1,1,41,41,1681,1,,0,missing#41006,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_JingjiFrame,UI_JingjiFrame_NavigationPrototype/topRight/UI_currency1/btn_jia,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,67,-3,38,42,1,1,1,38,42,1596,1,,0,missing#41022,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_JingjiFrame,UI_JingjiFrame_NavigationPrototype/topRight/UI_currency2/btn_jia,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,67,-3,38,42,1,1,1,38,42,1596,1,,0,missing#41022,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_JingjiFrame,UI_JingjiFrame_NavigationPrototype/middle/baihuaPannel/im_red/RedDot,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,27,27,0.8,0.8,1,27,27,729,1,,0,missing#41016,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_JingjiFrame,UI_JingjiFrame_NavigationPrototype/middle/ciyuanJIngjiPannel/im_red/RedDot,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,27,27,0.8,0.8,1,27,27,729,1,,0,missing#41016,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_JingjiFrame,UI_JingjiFrame_NavigationPrototype/middle/JingjichangPannel/im_red/RedDot,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,27,27,0.8,0.8,1,27,27,729,1,,0,missing#41016,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_JingjiFrame,UI_JingjiFrame_NavigationPrototype/middle/tianxiaPannel/im_red/RedDot,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,27,27,0.8,0.8,1,27,27,729,1,,0,missing#41016,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_JingjiFrame,UI_JingjiFrame_NavigationPrototype/middle/warOfAttritionPannel/im_red/RedDot,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,27,27,0.8,0.8,1,27,27,729,1,,0,missing#41016,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_JingjiFrame,UI_JingjiFrame_NavigationPrototype/middle/wenquanPannel/im_red/RedDot,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,27,27,0.8,0.8,1,27,27,729,1,,0,missing#41016,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content,0,0,1,2,0.5,0.5,0.5,0.5,0.5,0.5,0,18,1080,476,1,1,1,1080,476,514080,1,,0,missing#97454,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bg_left,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,-378,26,293,296,1,1,1,293,296,86728,1,,0,missing#99020,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bg_left/head_yuan150/im_xuanzhong,0,0,0,2,0.5,0.5,0.5,0.5,0.5,0.5,0,0,200,200,1,1,1,200,200,40000,1,,0,missing#43826,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bg_left/head_yuan150/im_mask,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,150,150,0.9,0.9,1,150,150,22500,1,,0,missing#43824,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/right/btn_discord,0,0,0,8,0.5,0.5,0.5,0.5,0.5,0.5,588,-176.09,150,150,0.6,0.6,1,150,150,22500,1,,0,missing#99022,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/right/btn_twitter,0,0,0,7,0.5,0.5,0.5,0.5,0.5,0.5,588,-55.62,150,150,0.6,0.6,1,150,150,22500,1,,0,missing#83942,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/right/bg_dengji,0,0,1,3,0.5,0.5,0.5,0.5,0.5,0.5,342,136,324.417,34,1,1,1,324.417,34,11030.16,1,,0,missing#97458,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/right/bg_id,0,0,1,4,0.5,0.5,0.5,0.5,0.5,0.5,342,90,324.417,34,1,1,1,324.417,34,11030.16,1,,0,missing#97458,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/right/bg_qufu,0,0,1,5,0.5,0.5,0.5,0.5,0.5,0.5,342,44,324.417,34,1,1,1,324.417,34,11030.16,1,,0,missing#97458,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/right/bg_juntuan,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,-35,90,309,34,1,1,1,309,34,10506,1,,0,missing#97458,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/right/bg_name,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,-35,136,309,34,1,1,1,309,34,10506,1,,0,missing#97458,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/right/bg_zhanli,0,0,1,2,0.5,0.5,0.5,0.5,0.5,0.5,-35,44,309,34,1,1,1,309,34,10506,1,,0,missing#97458,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/btn_delete,0,0,0,9,0.5,0.5,0.5,0.5,0.5,0.5,-5,-195,190,52,1,1,1,190,52,9880,1,,0,missing#45686,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bg_left/btn_residence,0,0,1,6,0.5,0.5,0.5,0.5,0.5,0.5,-105,156,98,91,1,1,1,98,91,8918,1,,0,missing#99840,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/btn_1,0,0,0,3,0.5,0.5,0.5,0.5,0.5,0.5,-450,-195,156,52,1,1,1,156,52,8112,1,,0,missing#45686,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/btn_2,0,0,1,4,0.5,0.5,0.5,0.5,0.5,0.5,-349,-195,156,52,1,1,1,156,52,8112,1,,0,missing#45686,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/btn_3,0,0,1,5,0.5,0.5,0.5,0.5,0.5,0.5,-169,-195,156,52,1,1,1,156,52,8112,1,,0,missing#45686,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/btn_4,0,0,1,6,0.5,0.5,0.5,0.5,0.5,0.5,11,-195,156,52,1,1,1,156,52,8112,1,,0,missing#45686,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/btn_5,0,0,1,7,0.5,0.5,0.5,0.5,0.5,0.5,191,-195,156,52,1,1,1,156,52,8112,1,,0,missing#45686,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/btn_6,0,0,1,8,0.5,0.5,0.5,0.5,0.5,0.5,371,-195,156,52,1,1,1,156,52,8112,1,,0,missing#45686,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/rightTopGrid/btn_line/im_line_gift,0,0,1,2,0.5,0.5,0.5,0.5,0.5,0.5,24.9,45.2,91,83,1,1,1,91,83,7553,1,,0,missing#99826,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/rightTopGrid/btn_resetAutoHelperPos/im_AutoHelper,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,24.9,45.2,91,83,1,1,1,91,83,7553,1,,0,missing#99826,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/rightTopGrid/btn_resetAutoHelperPos,0,0,1,0,0,0,0,0,0.5,0.5,0,0,80,84,0.8,0.8,0.8,80,84,6720,1,,0,missing#99830,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/rightTopGrid/btn_line,0,0,1,1,0,0,0,0,0.5,0.5,0,0,77,81,0.8,0.8,0.8,77,81,6237,1,,0,missing#99824,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/rightTopGrid/btn_mail,0,0,1,2,0,0,0,0,0.5,0.5,0,0,77,81,0.8,0.8,0.8,77,81,6237,1,,0,missing#99822,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/im_fengxian,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,-262,-151,500,12,1,1,1,500,12,6000,1,,0,missing#43830,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/im_fengxian2,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,260,-151,500,12,-1,1,1,500,12,6000,1,,0,missing#43830,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bg_left/btn_shezhi,0,0,1,4,0.5,0.5,0.5,0.5,0.5,0.5,0,-112,115,44,1,1,1,115,44,5060,1,,0,missing#99838,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bg_left/btn_yueka,0,0,0,3,0.5,0.5,0.5,0.5,0.5,0.5,-71,96,65,68,1,1,1,65,68,4420,1,,0,,Default UI Material,0,1,FFFFFFFF,1,null_sprite_no_serialized_reference
UI_SystemSettings,UI_SystemSettings_NavigationPrototype/pop_Content/bottom/rightTopGrid/btn_resetAutoHelperPos/im_AutoHelper/Image,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,7,53,53,1,1,1,53,53,2809,1,,0,missing#99828,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_PlayBgDownload,UI_PlayBgDownload_NavigationPrototype/root/middle/bg,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,1095.66,555,1,1,1,1095.66,555,608091.1,1,,0,missing#97454,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_PlayBgDownload,UI_PlayBgDownload_NavigationPrototype/root/middle/btn_opt/bg,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,240,68,1,1,1,240,68,16320,1,,0,missing#43822,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_PlayBgDownload,UI_PlayBgDownload_NavigationPrototype/root/middle/group/slider/bg,0,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0,-10,922,13,1,1,1,922,13,11986,1,,0,missing#110648,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_PlayBgDownload,UI_PlayBgDownload_NavigationPrototype/root/middle/group/slider/slider,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,-9,920,10,1,1,1,920,10,9200,1,,0,missing#110646,Default UI Material,0,1,FFFFFFFF,1,missing_sprite_serialized_reference
UI_PlayBgDownload,UI_PlayBgDownload_NavigationPrototype/GameObject/bubble/qipao,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,81,87,1,1,1,81,87,7047,1,,0,missing#83926,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_PlayBgDownload,UI_PlayBgDownload_NavigationPrototype/GameObject/bubble/im_stop,0,0,0,2,0.5,0.5,0.5,0.5,0.5,0.5,0,9,57,54,1,1,1,57,54,3078,1,,0,missing#83930,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_PlayBgDownload,UI_PlayBgDownload_NavigationPrototype/GameObject/bubble/jiantou,0,0,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0,9,57,54,1,1,1,57,54,3078,1,,0,missing#83938,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
UI_PlayBgDownload,UI_PlayBgDownload_NavigationPrototype/GameObject/bubble/p_redpoint,0,0,0,4,0.5,0.5,0.5,0.5,0.5,0.5,25.6,33.5,27,27,0.8,0.8,1,27,27,729,1,,0,missing#41016,Default UI Material,0,0,FFFFFFFF,1,missing_sprite_serialized_reference
