evidence_kind,target,hierarchy_path,path_id,game_object_id,game_object_name,active_self,active_chain,component_path_id,sprite_name,sprite_status,color_a,asset_path,source_path,bundle,line,excerpt,reason
prefab_node,bg_name,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/liaotian(1445380050083804015)/Viewport(-5205119580147920772)/Content(4423139322027542649)/heroEvent(-2712219505218864606)/text_youjian(-1439724834876228026)/bg_name(-2064928153079664707),-2064928153079664707,-2631915569429983280,bg_name,False,False,352229421900180729,UI_liaotian_xitongtiao2,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uiliaotian/fid42_-2512321741831424404_UI_liaotian_xitongtiao2.png,extracted/unity/bundles/b_07e85c1d3bd411ee/images/S/-2512321741831424404_UI_liaotian_xitongtiao2.png,download/artsources/uispriteres/uiliaotian.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,wanfaBgImg,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_3(1745568030950951925)/wanfaBgImg(-2011011070318215459),-2011011070318215459,-2423737606123360206,wanfaBgImg,True,True,1874859207229406503,zhuye_maoxian,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uimaininterface2/fid11_-1459155864645330874_zhuye_maoxian.png,extracted/unity/bundles/b_3d571cf9b531ccfb/images/S/-1459155864645330874_zhuye_maoxian.png,download/artsources/uispriteres/uimaininterface2.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg_message,UI_AccountTransfer(-8605903632453188793)/pop_Content(-4676634785448051882)/bg_message(-2008585243053014955),-2008585243053014955,6047892182267478831,bg_message,True,True,7830706646662125423,BG_tongyong,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_3559619696163231748_BG_tongyong.png,extracted/unity/bundles/b_e9b9d84959e15638/images/S/3559619696163231748_BG_tongyong.png,download/artsources/uispriteres/uicommonother.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bgBtn,UI_DeleteHint(-3700953627502444302)/bgBtn(-1984107538402696355),-1984107538402696355,6970242986137215527,bgBtn,True,True,,,,,,,download/ui/uiprefabandres/maininterface.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,im_bg,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_act_btn(-6697018699563164382)/btn_act_4(3640001110653546143)/im_bg(-1924109938095624464),-1924109938095624464,8513590110523169630,im_bg,True,True,-1810340625399635441,mainpage_BTN_bg,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-1182126779076344239_mainpage_BTN_bg.png,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-1182126779076344239_mainpage_BTN_bg.png,download/artsources/uispriteres/uicommonother.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,bg_message,UI_shuoming(-3814932880867725852)/pop_Content(5601453163088820726)/bg_message(-1840736555176719440),-1840736555176719440,3737116700177324565,bg_message,True,True,5817430676424632786,BG_tongyong,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_3559619696163231748_BG_tongyong.png,extracted/unity/bundles/b_e9b9d84959e15638/images/S/3559619696163231748_BG_tongyong.png,download/artsources/uispriteres/uicommonother.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,spine_root,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_19(493921710596589694)/spine_root(-1802518196638658105),-1802518196638658105,1292563887865631208,spine_root,True,True,,,,,,,download/ui/uiprefabandres/maininterface.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,trans_spine,UI_RoleLordShow(-6509141362747830702)/middle(4735293491137861404)/trans_spine(-1793565729630654949),-1793565729630654949,-2083768247015136805,trans_spine,True,True,,,,,,,download/ui/uiprefabandres/maininterface.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,im_bg,UI_MainInterface(5568884429252053541)/left(-7709903567246479490)/left_node_face_btn(1861898826191704551)/btn_face_item_4(4619865035362951332)/im_bg(-1788734358886794061),-1788734358886794061,6175456398683041911,im_bg,True,True,7527550838123242839,mainpage_BTN_bg,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_-1182126779076344239_mainpage_BTN_bg.png,extracted/unity/bundles/b_e9b9d84959e15638/images/S/-1182126779076344239_mainpage_BTN_bg.png,download/artsources/uispriteres/uicommonother.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,im_bg,UI_MainInterface(5568884429252053541)/right(6922878451781464554)/node_middle(9056630568254389742)/UI_Main_wanfa_item_3(1745568030950951925)/im_bg(-1786927514953282374),-1786927514953282374,-5779652512484356200,im_bg,False,False,5384635133936752699,BG_wave,ready,1.0,Assets/RestoredSprites/maininterface/download_artsources_uispriteres_uicommonother/fid1_3767306702705834126_BG_wave.png,extracted/unity/bundles/b_e9b9d84959e15638/images/S/3767306702705834126_BG_wave.png,download/artsources/uispriteres/uicommonother.assetbundle,,,prefab hierarchy/image state relevant to current black capture
prefab_node,spine_root,UI_MainInterface_old(2475216337245998118)/right(-7547578691690053275)/node_act_btn(-2702129779362243929)/btn_act_2(3285201882750613537)/spine_root(-1776113830523070622),-1776113830523070622,6648128762595935439,spine_root,True,True,,,,,,,download/ui/uiprefabandres/maininterface.assetbundle,,,prefab hierarchy/image state relevant to current black capture
