font_key,bundle,font_path_id,unicode,unicode_hex,char,glyph_index,scale,element_type
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,45784,U+B2D8,님,1509,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,45796,U+B2E4,다,1514,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,45800,U+B2E8,단,1517,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,45803,U+B2EB,닫,1518,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,45804,U+B2EC,달,1519,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,45817,U+B2F9,당,1528,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,45824,U+B300,대,1532,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,45908,U+B354,더,1542,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,45936,U+B370,데,1556,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46020,U+B3C4,도,1572,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46041,U+B3D9,동,1582,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46160,U+B450,두,1597,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46300,U+B4DC,드,1620,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46301,U+B4DD,득,1621,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46304,U+B4E0,든,1622,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46321,U+B4F1,등,1629,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46356,U+B514,디,1631,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46972,U+B77C,라,1728,1.0,1
riyu,download/ui/uifont/japanese/tmp/riyu.assetbundle,2268522548353052838,46976,U+B780,란,1730,1.0,1
