category,bundle,path_id,name,size,looks_text,output
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,-2063876450039034345,Skill31121202,1215,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/-2063876450039034345_Skill31121202.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,1342066701580765618,Skill1038402,1214,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/1342066701580765618_Skill1038402.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,8450153792624736715,Skill31041324,1214,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/8450153792624736715_Skill31041324.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,4812025117675535953,Skill31114201,1212,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/4812025117675535953_Skill31114201.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,-4873122927230279607,Skill31114202,1212,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/-4873122927230279607_Skill31114202.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,-3970522669956292240,Skill1054302,1211,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/-3970522669956292240_Skill1054302.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,6638997698044984415,Skill1054303,1211,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/6638997698044984415_Skill1054303.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,5927661879704482376,Skill31025303,1208,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/5927661879704482376_Skill31025303.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,-5628400242866957468,Skill1062201,1206,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/-5628400242866957468_Skill1062201.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,-1097799347202721907,Skill1062202,1206,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/-1097799347202721907_Skill1062202.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,-7515679235238750010,Skill1053302,1204,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/-7515679235238750010_Skill1053302.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,6680484450216179590,Skill1061202,1199,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/6680484450216179590_Skill1061202.txt
xlua_battle_script_library,download/xlualogic/modules/battleskillscript.assetbundle,-9034202759724104851,Skill31112402,1196,True,extracted/unity/bundles/b_f536bba4669e293c/textassets/-9034202759724104851_Skill31112402.txt
