page,detailId,title,characterNameFromTitle,heroDid,localName,matchType,ambiguousCandidates,prefabId,heroDataExists,battleActorBundleExists,roleBigSetPaintingExists,skillBundleExists,battleheadExists,battleheadPath,detailUrl
1,7192929,소녀전쟁 | UR 플래시 스카타흐,스카타흐,31114,스카타흐,exact_name,,31114,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-544645961359419939_battlehead31114.png,https://game.naver.com/lounge/girlwars/board/detail/7192929
1,7192930,소녀전쟁 | UR 플래시 세이메이,세이메이,21073,세이메이,exact_name,31073:세이메이:exact_name,21073,True,True,True,True,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\143102881850469088_battlehead21073.png,https://game.naver.com/lounge/girlwars/board/detail/7192930
1,7076012,소녀전쟁 | UR 플래시 로물루스,로물루스,31113,로물루스,exact_name,,31113,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\3181983181243848971_battlehead_Q_31113.png,https://game.naver.com/lounge/girlwars/board/detail/7076012
1,7022697,소녀전쟁 | UR 플래시 아시야 도만,아시야 도만,31112,아시야 도만,exact_name,,31112,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-6324558244024778206_battlehead31112.png,https://game.naver.com/lounge/girlwars/board/detail/7022697
1,6968110,소녀전쟁 | UR 플래시 다테 마사무네,다테 마사무네,1025,다테 마사무네,exact_name,21025:다테 마사무네:exact_name|31025:다테 마사무네:exact_name,1025,True,True,True,True,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-2554561078895938466_battlehead31025.png,https://game.naver.com/lounge/girlwars/board/detail/6968110
1,6951287,소녀전쟁 | UR 플래시 항우,항우,31111,항우,exact_name,,31111,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\1804564953030508930_battlehead31111.png,https://game.naver.com/lounge/girlwars/board/detail/6951287
1,6801473,소녀전쟁 | UR 플래시 야오비쿠니,야오비쿠니,31110,야오비쿠니,exact_name,,31110,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-7834733422896611389_battlehead_Q_31110.png,https://game.naver.com/lounge/girlwars/board/detail/6801473
1,6771285,소녀전쟁 | UR 플래시 오리온,오리온,31109,오리온,exact_name,,31109,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-110422657040018742_battlehead31109.png,https://game.naver.com/lounge/girlwars/board/detail/6771285
1,6675891,소녀전쟁 | UR 플래시 가웨인,가웨인,21079,가웨인,exact_name,22079:가웨인:exact_name|31079:가웨인:exact_name,21079,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\5051242923238017057_battlehead_Q_21079.png,https://game.naver.com/lounge/girlwars/board/detail/6675891
1,6608518,소녀전쟁 | UR 플래시 다빈치,다빈치,31108,다빈치,exact_name,,31108,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-4157942124740527297_battlehead_Q_31108.png,https://game.naver.com/lounge/girlwars/board/detail/6608518
1,6562722,소녀전쟁 | UR 플래시 단테,단테,31107,단테,exact_name,,31107,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\7555828148802981715_battlehead31107.png,https://game.naver.com/lounge/girlwars/board/detail/6562722
1,6460948,소녀전쟁 | UR 플래시 페르세우스,페르세우스,31106,페르세우스,exact_name,,31106,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-1482961198767574573_battlehead31106.png,https://game.naver.com/lounge/girlwars/board/detail/6460948
1,6372231,소녀전쟁 | UR 플래시 예카테리나,예카테리나,1015,예카테리나,exact_name,21015:예카테리나:exact_name|22015:예카테리나:exact_name|31015:예카테리나:exact_name,1015,True,True,True,True,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-8494626134538599000_battlehead_Q_1015.png,https://game.naver.com/lounge/girlwars/board/detail/6372231
1,6276862,소녀전쟁 | UR플래시 노부츠나,노부츠나,31105,노부츠나,exact_name,,31105,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-5221897174614854411_battlehead_Q_31105.png,https://game.naver.com/lounge/girlwars/board/detail/6276862
1,6213674,소녀전쟁 | UR플래시 샤를마뉴,샤를마뉴,21070,샤를마뉴,exact_name,31070:샤를마뉴:exact_name,21070,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-5620744639613229607_battlehead21070.png,https://game.naver.com/lounge/girlwars/board/detail/6213674
1,6132506,소녀전쟁 | UR플래시 타마모노마에,타마모노마에,31103,타마모노마에,exact_name,,31103,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-5790254485401151996_battlehead_Q_31103.png,https://game.naver.com/lounge/girlwars/board/detail/6132506
1,6047721,소녀전쟁 | UR플래시 조자룡,조자룡,1041,조자룡,exact_name,21041:조자룡:exact_name|22041:조자룡:exact_name|31041:조자룡:exact_name,1041,True,False,True,True,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-6893670567671341778_battlehead21041.png,https://game.naver.com/lounge/girlwars/board/detail/6047721
1,5964563,소녀전쟁 | UR플래시 조소카베 모토치카,조소카베 모토치카,21072,조소카베 모토치카,exact_name,31072:조소카베 모토치카:exact_name,21072,True,False,True,True,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-9105447727735993472_battlehead21072.png,https://game.naver.com/lounge/girlwars/board/detail/5964563
1,5901867,소녀전쟁 | UR 이백,이백,21104,이백,exact_name,,21104,True,False,True,False,True,girlswar_merged_extracted\extracted\unity\bundles\b_d7eb2078b5de6a0d\images\S\-9161934045569463456_battlehead_Q_21104.png,https://game.naver.com/lounge/girlwars/board/detail/5901867
