class_name,method_name,rva_hex,address_hex,offset_hex,mnemonic,op_str
UIFormBase,Open,0xED8A70,0xED8C30,0xED8C30,ldr,"w8, [x0, #0xe0]"
UIFormBase,Open,0xED8A70,0xED8C34,0xED8C34,cbnz,"w8, #0xed8c3c"
UIFormBase,Open,0xED8A70,0xED8C38,0xED8C38,bl,#0xa60070
UIFormBase,Open,0xED8A70,0xED8C3C,0xED8C3C,mov,"x0, x20"
UIFormBase,Open,0xED8A70,0xED8C40,0xED8C40,mov,"x1, xzr"
UIFormBase,Open,0xED8A70,0xED8C44,0xED8C44,mov,"x2, xzr"
UIFormBase,Open,0xED8A70,0xED8C48,0xED8C48,bl,#0x167cfa4
UIFormBase,Open,0xED8A70,0xED8C4C,0xED8C4C,tbz,"w0, #0, #0xed8cdc"
UIFormBase,Open,0xED8A70,0xED8C50,0xED8C50,ldur,"q0, [x19, #0x28]"
UIFormBase,Open,0xED8A70,0xED8C54,0xED8C54,mov,"x0, sp"
UIFormBase,Open,0xED8A70,0xED8C58,0xED8C58,mov,"x1, xzr"
UIFormBase,Open,0xED8A70,0xED8C5C,0xED8C5C,str,"q0, [sp]"
UIFormBase,Open,0xED8A70,0xED8C60,0xED8C60,bl,#0x176ae2c
UIFormBase,Open,0xED8A70,0xED8C64,0xED8C64,tbz,"w0, #0, #0xed8cdc"
UIFormBase,Open,0xED8A70,0xED8C68,0xED8C68,adrp,"x20, #0x3013000"
UIFormBase,Open,0xED8A70,0xED8C6C,0xED8C6C,ldr,"x20, [x20, #0xf58]"
UIFormBase,Open,0xED8A70,0xED8C70,0xED8C70,ldr,"x0, [x20]"
UIFormBase,Open,0xED8A70,0xED8C74,0xED8C74,ldrb,"w8, [x0, #0x133]"
UIFormBase,Open,0xED8A70,0xED8C78,0xED8C78,tbz,"w8, #1, #0xed8c88"
UIFormBase,Open,0xED8A70,0xED8C7C,0xED8C7C,ldr,"w8, [x0, #0xe0]"
UIFormBase,Open,0xED8A70,0xED8C80,0xED8C80,cbnz,"w8, #0xed8c88"
UIFormBase,Open,0xED8A70,0xED8C84,0xED8C84,bl,#0xa60070
UIFormBase,Open,0xED8A70,0xED8C88,0xED8C88,adrp,"x22, #0x31f7000"
UIFormBase,Open,0xED8A70,0xED8C8C,0xED8C8C,ldrb,"w8, [x22, #0xece]"
UIFormBase,Open,0xED8A70,0xED8C90,0xED8C90,cbnz,"w8, #0xed8ca8"
UIFormBase,Open,0xED8A70,0xED8C94,0xED8C94,adrp,"x0, #0x3013000"
UIFormBase,Open,0xED8A70,0xED8C98,0xED8C98,ldr,"x0, [x0, #0xf58]"
UIFormBase,Open,0xED8A70,0xED8C9C,0xED8C9C,bl,#0xa5ffc0
UIFormBase,Open,0xED8A70,0xED8CA0,0xED8CA0,mov,"w8, #1"
UIFormBase,Open,0xED8A70,0xED8CA4,0xED8CA4,strb,"w8, [x22, #0xece]"
UIFormBase,Open,0xED8A70,0xED8CA8,0xED8CA8,ldr,"x0, [x20]"
UIFormBase,Open,0xED8A70,0xED8CAC,0xED8CAC,ldrb,"w8, [x0, #0x133]"
UIFormBase,Open,0xED8A70,0xED8CB0,0xED8CB0,tbz,"w8, #1, #0xed8cc4"
UIFormBase,Open,0xED8A70,0xED8CB4,0xED8CB4,ldr,"w8, [x0, #0xe0]"
UIFormBase,Open,0xED8A70,0xED8CB8,0xED8CB8,cbnz,"w8, #0xed8cc4"
UIFormBase,Open,0xED8A70,0xED8CBC,0xED8CBC,bl,#0xa60070
UIFormBase,Open,0xED8A70,0xED8CC0,0xED8CC0,ldr,"x0, [x20]"
UIFormBase,Open,0xED8A70,0xED8CC4,0xED8CC4,ldr,"x8, [x0, #0xb8]"
UIFormBase,Open,0xED8A70,0xED8CC8,0xED8CC8,ldr,"x0, [x8, #0x70]"
UIFormBase,Open,0xED8A70,0xED8CCC,0xED8CCC,cbz,"x0, #0xed9014"
UIFormBase,Open,0xED8A70,0xED8CD0,0xED8CD0,mov,"x1, x19"
UIFormBase,Open,0xED8A70,0xED8CD4,0xED8CD4,mov,"x2, xzr"
UIFormBase,Open,0xED8A70,0xED8CD8,0xED8CD8,bl,#0xfe1acc
UIFormBase,Open,0xED8A70,0xED8CDC,0xED8CDC,ldp,"x8, x9, [x19, #0x28]"
UIFormBase,Open,0xED8A70,0xED8CE0,0xED8CE0,mov,"x0, sp"
UIFormBase,Open,0xED8A70,0xED8CE4,0xED8CE4,mov,"x1, xzr"
UIFormBase,Open,0xED8A70,0xED8CE8,0xED8CE8,stp,"x8, x9, [sp]"
UIFormBase,Open,0xED8A70,0xED8CEC,0xED8CEC,bl,#0x176afd0
UIFormBase,Open,0xED8A70,0xED8CF0,0xED8CF0,cbz,"w0, #0xed8e04"
UIFormBase,Open,0xED8A70,0xED8CF4,0xED8CF4,adrp,"x22, #0x3013000"
UIFormBase,Open,0xED8A70,0xED8CF8,0xED8CF8,ldr,"x22, [x22, #0xf58]"
UIFormBase,Open,0xED8A70,0xED8CFC,0xED8CFC,ldr,"x0, [x22]"
UIFormBase,Open,0xED8A70,0xED8D00,0xED8D00,ldrb,"w8, [x0, #0x133]"
UIFormBase,Open,0xED8A70,0xED8D04,0xED8D04,tbz,"w8, #1, #0xed8d14"
UIFormBase,Open,0xED8A70,0xED8D08,0xED8D08,ldr,"w8, [x0, #0xe0]"
UIFormBase,Open,0xED8A70,0xED8D0C,0xED8D0C,cbnz,"w8, #0xed8d14"
UIFormBase,Open,0xED8A70,0xED8D10,0xED8D10,bl,#0xa60070
UIFormBase,Open,0xED8A70,0xED8D14,0xED8D14,adrp,"x23, #0x31f7000"
UIFormBase,Open,0xED8A70,0xED8D18,0xED8D18,ldrb,"w8, [x23, #0xecf]"
UIFormBase,Open,0xED8A70,0xED8D1C,0xED8D1C,cbnz,"w8, #0xed8d34"
UIFormBase,Open,0xED8A70,0xED8D20,0xED8D20,adrp,"x0, #0x3013000"
UIFormBase,Open,0xED8A70,0xED8D24,0xED8D24,ldr,"x0, [x0, #0xf58]"
UIFormBase,Open,0xED8A70,0xED8D28,0xED8D28,bl,#0xa5ffc0
UIFormBase,Open,0xED8A70,0xED8D2C,0xED8D2C,mov,"w8, #1"
UIFormBase,Open,0xED8A70,0xED8D30,0xED8D30,strb,"w8, [x23, #0xecf]"
UIFormBase,Open,0xED8A70,0xED8D34,0xED8D34,ldr,"x0, [x22]"
UIFormBase,Open,0xED8A70,0xED8D38,0xED8D38,ldrb,"w8, [x0, #0x133]"
UIFormBase,Open,0xED8A70,0xED8D3C,0xED8D3C,tbz,"w8, #1, #0xed8d50"
UIFormBase,Open,0xED8A70,0xED8D40,0xED8D40,ldr,"w8, [x0, #0xe0]"
UIFormBase,Open,0xED8A70,0xED8D44,0xED8D44,cbnz,"w8, #0xed8d50"
UIFormBase,Open,0xED8A70,0xED8D48,0xED8D48,bl,#0xa60070
UIFormBase,Open,0xED8A70,0xED8D4C,0xED8D4C,ldr,"x0, [x22]"
UIFormBase,Open,0xED8A70,0xED8D50,0xED8D50,ldr,"x8, [x0, #0xb8]"
UIFormBase,Open,0xED8A70,0xED8D54,0xED8D54,ldr,"x0, [x8, #0x80]"
UIFormBase,Open,0xED8A70,0xED8D58,0xED8D58,cbz,"x0, #0xed9014"
UIFormBase,Open,0xED8A70,0xED8D5C,0xED8D5C,mov,"x1, xzr"
UIFormBase,Open,0xED8A70,0xED8D60,0xED8D60,bl,#0xf53734
UIFormBase,Open,0xED8A70,0xED8D64,0xED8D64,ldp,"x8, x9, [x19, #0x28]"
UIFormBase,Open,0xED8A70,0xED8D68,0xED8D68,mov,"w20, w0"
UIFormBase,Open,0xED8A70,0xED8D6C,0xED8D6C,mov,"x0, sp"
UIFormBase,Open,0xED8A70,0xED8D70,0xED8D70,mov,"x1, xzr"
UIFormBase,Open,0xED8A70,0xED8D74,0xED8D74,stp,"x8, x9, [sp]"
UIFormBase,Open,0xED8A70,0xED8D78,0xED8D78,bl,#0x176afd0
UIFormBase,Open,0xED8A70,0xED8D7C,0xED8D7C,cmp,"w20, w0"
UIFormBase,Open,0xED8A70,0xED8D80,0xED8D80,b.eq,#0xed8e04
UIFormBase,Open,0xED8A70,0xED8D84,0xED8D84,ldr,"x0, [x22]"
UIFormBase,Open,0xED8A70,0xED8D88,0xED8D88,ldrb,"w8, [x0, #0x133]"
UIFormBase,Open,0xED8A70,0xED8D8C,0xED8D8C,tbz,"w8, #1, #0xed8d9c"
UIFormBase,Open,0xED8A70,0xED8D90,0xED8D90,ldr,"w8, [x0, #0xe0]"
UIFormBase,Open,0xED8A70,0xED8D94,0xED8D94,cbnz,"w8, #0xed8d9c"
UIFormBase,Open,0xED8A70,0xED8D98,0xED8D98,bl,#0xa60070
UIFormBase,Open,0xED8A70,0xED8D9C,0xED8D9C,ldrb,"w8, [x23, #0xecf]"
UIFormBase,Open,0xED8A70,0xED8DA0,0xED8DA0,cbnz,"w8, #0xed8db8"
UIFormBase,Open,0xED8A70,0xED8DA4,0xED8DA4,adrp,"x0, #0x3013000"
UIFormBase,Open,0xED8A70,0xED8DA8,0xED8DA8,ldr,"x0, [x0, #0xf58]"
UIFormBase,Open,0xED8A70,0xED8DAC,0xED8DAC,bl,#0xa5ffc0
UIFormBase,Open,0xED8A70,0xED8DB0,0xED8DB0,mov,"w8, #1"
UIFormBase,Open,0xED8A70,0xED8DB4,0xED8DB4,strb,"w8, [x23, #0xecf]"
UIFormBase,Open,0xED8A70,0xED8DB8,0xED8DB8,ldr,"x0, [x22]"
UIFormBase,Open,0xED8A70,0xED8DBC,0xED8DBC,ldrb,"w8, [x0, #0x133]"
UIFormBase,Open,0xED8A70,0xED8DC0,0xED8DC0,tbz,"w8, #1, #0xed8dd4"
UIFormBase,Open,0xED8A70,0xED8DC4,0xED8DC4,ldr,"w8, [x0, #0xe0]"
UIFormBase,Open,0xED8A70,0xED8DC8,0xED8DC8,cbnz,"w8, #0xed8dd4"
UIFormBase,Open,0xED8A70,0xED8DCC,0xED8DCC,bl,#0xa60070
UIFormBase,Open,0xED8A70,0xED8DD0,0xED8DD0,ldr,"x0, [x22]"
UIFormBase,Open,0xED8A70,0xED8DD4,0xED8DD4,ldr,"x8, [x0, #0xb8]"
UIFormBase,Open,0xED8A70,0xED8DD8,0xED8DD8,ldp,"x9, x10, [x19, #0x28]"
UIFormBase,Open,0xED8A70,0xED8DDC,0xED8DDC,mov,"x0, sp"
UIFormBase,Open,0xED8A70,0xED8DE0,0xED8DE0,mov,"x1, xzr"
UISpineCtr,Awake,0xDD8800,0xDD8800,0xDD8800,stp,"x20, x19, [sp, #-0x20]!"
UISpineCtr,Awake,0xDD8800,0xDD8804,0xDD8804,stp,"x29, x30, [sp, #0x10]"
UISpineCtr,Awake,0xDD8800,0xDD8808,0xDD8808,add,"x29, sp, #0x10"
UISpineCtr,Awake,0xDD8800,0xDD880C,0xDD880C,adrp,"x20, #0x31f8000"
UISpineCtr,Awake,0xDD8800,0xDD8810,0xDD8810,ldrb,"w8, [x20, #0x61]"
UISpineCtr,Awake,0xDD8800,0xDD8814,0xDD8814,mov,"x19, x0"
UISpineCtr,Awake,0xDD8800,0xDD8818,0xDD8818,tbnz,"w8, #0, #0xdd8830"
UISpineCtr,Awake,0xDD8800,0xDD881C,0xDD881C,adrp,"x0, #0x3026000"
UISpineCtr,Awake,0xDD8800,0xDD8820,0xDD8820,ldr,"x0, [x0, #0xc50]"
UISpineCtr,Awake,0xDD8800,0xDD8824,0xDD8824,bl,#0xa5ffc0
UISpineCtr,Awake,0xDD8800,0xDD8828,0xDD8828,mov,"w8, #1"
UISpineCtr,Awake,0xDD8800,0xDD882C,0xDD882C,strb,"w8, [x20, #0x61]"
UISpineCtr,Awake,0xDD8800,0xDD8830,0xDD8830,mov,"w0, #0x24d2"
UISpineCtr,Awake,0xDD8800,0xDD8834,0xDD8834,mov,"x1, xzr"
UISpineCtr,Awake,0xDD8800,0xDD8838,0xDD8838,bl,#0xedcd74
UISpineCtr,Awake,0xDD8800,0xDD883C,0xDD883C,tbz,"w0, #0, #0xdd8864"
UISpineCtr,Awake,0xDD8800,0xDD8840,0xDD8840,mov,"w0, #0x24d2"
UISpineCtr,Awake,0xDD8800,0xDD8844,0xDD8844,mov,"x1, xzr"
UISpineCtr,Awake,0xDD8800,0xDD8848,0xDD8848,bl,#0xedce44
UISpineCtr,Awake,0xDD8800,0xDD884C,0xDD884C,cbz,"x0, #0xdd8888"
UISpineCtr,Awake,0xDD8800,0xDD8850,0xDD8850,ldp,"x29, x30, [sp, #0x10]"
UISpineCtr,Awake,0xDD8800,0xDD8854,0xDD8854,mov,"x1, x19"
UISpineCtr,Awake,0xDD8800,0xDD8858,0xDD8858,mov,"x2, xzr"
UISpineCtr,Awake,0xDD8800,0xDD885C,0xDD885C,ldp,"x20, x19, [sp], #0x20"
UISpineCtr,Awake,0xDD8800,0xDD8860,0xDD8860,b,#0xac2a78
UISpineCtr,Awake,0xDD8800,0xDD8864,0xDD8864,adrp,"x8, #0x3026000"
UISpineCtr,Awake,0xDD8800,0xDD8868,0xDD8868,ldr,"x8, [x8, #0xc50]"
UISpineCtr,Awake,0xDD8800,0xDD886C,0xDD886C,mov,"x0, x19"
UISpineCtr,Awake,0xDD8800,0xDD8870,0xDD8870,ldr,"x1, [x8]"
UISpineCtr,Awake,0xDD8800,0xDD8874,0xDD8874,bl,#0xcb90e8
UISpineCtr,Awake,0xDD8800,0xDD8878,0xDD8878,str,"x0, [x19, #0x18]"
UISpineCtr,Awake,0xDD8800,0xDD887C,0xDD887C,ldp,"x29, x30, [sp, #0x10]"
UISpineCtr,Awake,0xDD8800,0xDD8880,0xDD8880,ldp,"x20, x19, [sp], #0x20"
UISpineCtr,Awake,0xDD8800,0xDD8884,0xDD8884,ret,
UISpineCtr,Awake,0xDD8800,0xDD8888,0xDD8888,bl,#0xa60094
UISpineCtr,Awake,0xDD8800,0xDD888C,0xDD888C,str,"d8, [sp, #-0x20]!"
UISpineCtr,Awake,0xDD8800,0xDD8890,0xDD8890,str,"x19, [sp, #8]"
UISpineCtr,Awake,0xDD8800,0xDD8894,0xDD8894,stp,"x29, x30, [sp, #0x10]"
UISpineCtr,Awake,0xDD8800,0xDD8898,0xDD8898,add,"x29, sp, #0x10"
UISpineCtr,Awake,0xDD8800,0xDD889C,0xDD889C,mov,"x19, x0"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D70,0xDD8D70,stp,"x26, x25, [sp, #-0x50]!"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D74,0xDD8D74,stp,"x24, x23, [sp, #0x10]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D78,0xDD8D78,stp,"x22, x21, [sp, #0x20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D7C,0xDD8D7C,stp,"x20, x19, [sp, #0x30]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D80,0xDD8D80,stp,"x29, x30, [sp, #0x40]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D84,0xDD8D84,add,"x29, sp, #0x40"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D88,0xDD8D88,adrp,"x25, #0x31f8000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D8C,0xDD8D8C,ldrb,"w8, [x25, #0x65]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D90,0xDD8D90,mov,"x19, x5"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D94,0xDD8D94,mov,"x21, x4"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D98,0xDD8D98,mov,"w24, w3"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8D9C,0xDD8D9C,mov,"x22, x2"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DA0,0xDD8DA0,mov,"w23, w1"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DA4,0xDD8DA4,mov,"x20, x0"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DA8,0xDD8DA8,tbnz,"w8, #0, #0xdd8dfc"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DAC,0xDD8DAC,adrp,"x0, #0x3026000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DB0,0xDD8DB0,ldr,"x0, [x0, #0xc50]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DB4,0xDD8DB4,bl,#0xa5ffc0
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DB8,0xDD8DB8,adrp,"x0, #0x302c000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DBC,0xDD8DBC,ldr,"x0, [x0, #0x6b0]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DC0,0xDD8DC0,bl,#0xa5ffc0
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DC4,0xDD8DC4,adrp,"x0, #0x300e000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DC8,0xDD8DC8,ldr,"x0, [x0, #0x7c0]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DCC,0xDD8DCC,bl,#0xa5ffc0
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DD0,0xDD8DD0,adrp,"x0, #0x3021000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DD4,0xDD8DD4,ldr,"x0, [x0, #0xba8]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DD8,0xDD8DD8,bl,#0xa5ffc0
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DDC,0xDD8DDC,adrp,"x0, #0x3029000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DE0,0xDD8DE0,ldr,"x0, [x0, #0xc20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DE4,0xDD8DE4,bl,#0xa5ffc0
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DE8,0xDD8DE8,adrp,"x0, #0x303e000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DEC,0xDD8DEC,ldr,"x0, [x0, #0x478]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DF0,0xDD8DF0,bl,#0xa5ffc0
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DF4,0xDD8DF4,mov,"w8, #1"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DF8,0xDD8DF8,strb,"w8, [x25, #0x65]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8DFC,0xDD8DFC,mov,"w0, #0x1850"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E00,0xDD8E00,mov,"x1, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E04,0xDD8E04,bl,#0xedcd74
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E08,0xDD8E08,tbz,"w0, #0, #0xdd8e50"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E0C,0xDD8E0C,mov,"w0, #0x1850"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E10,0xDD8E10,mov,"x1, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E14,0xDD8E14,bl,#0xedce44
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E18,0xDD8E18,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E1C,0xDD8E1C,and,"w4, w24, #1"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E20,0xDD8E20,mov,"x1, x20"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E24,0xDD8E24,mov,"w2, w23"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E28,0xDD8E28,mov,"x3, x22"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E2C,0xDD8E2C,mov,"x5, x21"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E30,0xDD8E30,mov,"x6, x19"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E34,0xDD8E34,ldp,"x29, x30, [sp, #0x40]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E38,0xDD8E38,ldp,"x20, x19, [sp, #0x30]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E3C,0xDD8E3C,ldp,"x22, x21, [sp, #0x20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E40,0xDD8E40,ldp,"x24, x23, [sp, #0x10]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E44,0xDD8E44,mov,"x7, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E48,0xDD8E48,ldp,"x26, x25, [sp], #0x50"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E4C,0xDD8E4C,b,#0xb02fb8
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E50,0xDD8E50,adrp,"x26, #0x302c000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E54,0xDD8E54,ldr,"x26, [x26, #0x6b0]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E58,0xDD8E58,ldr,"x25, [x20, #0x18]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E5C,0xDD8E5C,ldr,"x0, [x26]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E60,0xDD8E60,ldrb,"w8, [x0, #0x133]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E64,0xDD8E64,tbz,"w8, #1, #0xdd8e74"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E68,0xDD8E68,ldr,"w8, [x0, #0xe0]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E6C,0xDD8E6C,cbnz,"w8, #0xdd8e74"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E70,0xDD8E70,bl,#0xa60070
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E74,0xDD8E74,mov,"x0, x25"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E78,0xDD8E78,mov,"x1, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E7C,0xDD8E7C,mov,"x2, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E80,0xDD8E80,bl,#0x167bf90
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E84,0xDD8E84,tbz,"w0, #0, #0xdd8ea8"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E88,0xDD8E88,adrp,"x8, #0x3026000"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E8C,0xDD8E8C,ldr,"x8, [x8, #0xc50]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E90,0xDD8E90,mov,"x0, x20"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E94,0xDD8E94,ldr,"x1, [x8]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E98,0xDD8E98,bl,#0xcb90e8
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8E9C,0xDD8E9C,mov,"x25, x0"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EA0,0xDD8EA0,str,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EA4,0xDD8EA4,b,#0xdd8eac
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EA8,0xDD8EA8,ldr,"x25, [x20, #0x18]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EAC,0xDD8EAC,ldr,"x0, [x26]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EB0,0xDD8EB0,ldrb,"w8, [x0, #0x133]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EB4,0xDD8EB4,tbz,"w8, #1, #0xdd8ec4"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EB8,0xDD8EB8,ldr,"w8, [x0, #0xe0]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EBC,0xDD8EBC,cbnz,"w8, #0xdd8ec4"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EC0,0xDD8EC0,bl,#0xa60070
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EC4,0xDD8EC4,mov,"x0, x25"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EC8,0xDD8EC8,mov,"x1, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8ECC,0xDD8ECC,mov,"x2, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8ED0,0xDD8ED0,bl,#0x167bf90
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8ED4,0xDD8ED4,tbnz,"w0, #0, #0xdd9028"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8ED8,0xDD8ED8,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EDC,0xDD8EDC,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EE0,0xDD8EE0,mov,"x1, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EE4,0xDD8EE4,bl,#0x18c9c94
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EE8,0xDD8EE8,cbz,"x0, #0xdd9028"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EEC,0xDD8EEC,ldr,"x8, [x20, #0x20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EF0,0xDD8EF0,cbz,"x8, #0xdd8f20"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EF4,0xDD8EF4,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EF8,0xDD8EF8,str,"xzr, [x20, #0x30]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8EFC,0xDD8EFC,str,"xzr, [x20, #0x40]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F00,0xDD8F00,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F04,0xDD8F04,mov,"x1, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F08,0xDD8F08,bl,#0x18c9c94
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F0C,0xDD8F0C,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F10,0xDD8F10,ldr,"x1, [x20, #0x20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F14,0xDD8F14,mov,"x2, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F18,0xDD8F18,bl,#0x1bb0858
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F1C,0xDD8F1C,str,"xzr, [x20, #0x20]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F20,0xDD8F20,ldr,"x8, [x20, #0x28]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F24,0xDD8F24,cbz,"x8, #0xdd8f50"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F28,0xDD8F28,ldr,"x0, [x20, #0x18]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F2C,0xDD8F2C,str,"xzr, [x20, #0x38]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F30,0xDD8F30,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F34,0xDD8F34,mov,"x1, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F38,0xDD8F38,bl,#0x18c9c94
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F3C,0xDD8F3C,cbz,"x0, #0xdd9040"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F40,0xDD8F40,ldr,"x1, [x20, #0x28]"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F44,0xDD8F44,mov,"x2, xzr"
UISpineCtr,PlayAnimation,0xDD8D70,0xDD8F48,0xDD8F48,bl,#0x1bb0998
