componentType,componentPathId,gameObjectId,gameObjectName,rootName,rootRectPathId,hierarchyPath,mEnabled,mRenderMode,mOverrideSorting,mSortingOrder,mSortingLayerID,mSortingLayer,mTargetDisplay,mPixelPerfect,mPlaneDistance,keys,source
CanvasGroup,-1841634744649499197,8663508688854876100,im_jiantou,UI_MainInterface,5568884429252053541,UI_MainInterface(-883079703027215962)/right(9014236583741273727)/node_act_btn(-1396314600109193637)/node_renwu(-7103682295769966833)/btn_renwu_2(8291743918765496444)/bg_ditu2(-239185381017915766)/im_jiantou(8663508688854876100),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,-712733026093463304,3476448613993201628,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_17(5792590184801323511)/spine_root(3476448613993201628),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,-268525918609138429,-7873569016552220514,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_8(-3163030432884833022)/spine_root(-7873569016552220514),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,958172848412225522,-8672330955277768697,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_10(857132419373296298)/spine_root(-8672330955277768697),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
CanvasGroup,964919063806015985,-8507688079172735503,right,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,982486501871442124,6648128762595935439,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_2(8867446039371539295)/spine_root(6648128762595935439),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,1133245554627162840,-7712640153078420108,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_14(6534697241162808126)/spine_root(-7712640153078420108),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,1485651362847584635,-7836955457927708483,UI_Dock_old,UI_Dock_old,-1887796705374699072,UI_Dock_old(-7836955457927708483),1,1,False,100,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
CanvasGroup,1741412861704213298,2666083457984175947,middle,UI_Dock,7409970622389811116,UI_Dock(-2739981314955153384)/middle(2666083457984175947),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,2778922581757409110,-3264513120264725811,spine_root,UI_MainInterface,5568884429252053541,UI_MainInterface(-883079703027215962)/left(5001222786603717847)/left_node_face_btn(-1498875538956856870)/btn_face_item_1(5053744515273185251)/spine_root(-3264513120264725811),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,2861293630489808807,1749895958459254692,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_16(-1010733087534241123)/spine_root(1749895958459254692),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,3255464977838292873,8103907252420624216,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_7(-3607142290680508710)/spine_root(8103907252420624216),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
CanvasGroup,3663437911154655428,-2112429087779887161,UI_MainInterface_old,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,4095970678608701862,1718898676995708273,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_18(7647773084893441938)/spine_root(1718898676995708273),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,5117532841449939702,-5041780728334931193,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_3(106586731413280439)/spine_root(-5041780728334931193),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
CanvasGroup,5326268582642521644,-4466178574986409823,root_noticeTween,UI_MainInterface,5568884429252053541,UI_MainInterface(-883079703027215962)/left(5001222786603717847)/root_noticeTween(-4466178574986409823),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,5354553298219000501,-6054182551124315084,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_12(-5370533699689257308)/spine_root(-6054182551124315084),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
CanvasGroup,5381028116260756256,5360842528892453304,show_mask,UI_Dock_old,-1887796705374699072,UI_Dock_old(-7836955457927708483)/show_mask(5360842528892453304),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
CanvasGroup,5994844559750541681,8182931624728516534,mask,UI_MainInterface,5568884429252053541,UI_MainInterface(-883079703027215962)/mask(8182931624728516534),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
CanvasGroup,6197368844975813111,-883079703027215962,UI_MainInterface,UI_MainInterface,5568884429252053541,UI_MainInterface(-883079703027215962),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
CanvasGroup,6498915668519395316,-7412583044409318286,bg_ditu1,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/left(-7420537489651064724)/node_renwu(1912777633331111103)/btn_renwu(8999786670566616508)/bg_ditu1(-7412583044409318286),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,6620019466884765146,6292968212687138910,spine_root,UI_MainInterface,5568884429252053541,UI_MainInterface(-883079703027215962)/right(9014236583741273727)/node_act_btn(-1396314600109193637)/btn_act_5(-4890268676422648067)/spine_root(6292968212687138910),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
CanvasGroup,6761107117981506338,-273997012840746616,middle,UI_Dock_old,-1887796705374699072,UI_Dock_old(-7836955457927708483)/middle(-273997012840746616),1,,,,,,,,,m_Alpha;m_BlocksRaycasts;m_Enabled;m_GameObject;m_IgnoreParentGroups;m_Interactable,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
Canvas,7121732102309445107,8922615903841952142,spine_root,UI_MainInterface_old,2475216337245998118,UI_MainInterface_old(-2112429087779887161)/right(-8507688079172735503)/node_act_btn(8582011884751293371)/btn_act_6(4081664766649922914)/spine_root(8922615903841952142),1,2,False,0,0,,0,False,100.0,m_AdditionalShaderChannelsFlag;m_Camera;m_Enabled;m_GameObject;m_OverridePixelPerfect;m_OverrideSorting;m_PixelPerfect;m_PlaneDistance;m_ReceivesEvents;m_RenderMode;m_SortingBucketNormalizedSize;m_SortingLayerID;m_SortingOrder;m_TargetDisplay,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface.assetbundle
