ownerComName,refRole,fileId,pathId,resolvedBundle,resolvedBundlePath,resolvedBundleExists,resolvedObjectType,resolvedObjectName,resolutionStatus,skeletonScale,skeletonJSONRef,atlasAssetsRefs,atlasFileRef,atlasMaterialRefs,materialShaderRef,materialShaderKeywords,materialMainTextureRef,materialStencilRef,materialStencilComp,materialStencil,materialColorMask,textureWidth,textureHeight,textureFormat,dependencyStatus
spine_xiaoshou,skeletonDataAsset,17,-300655369511109608,download/ui/uiprefabandres/guide.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\guide.assetbundle,True,MonoBehaviour,spine_xiaoshou_SkeletonData,resolved_object,0.009999999776482582,fileID=0;pathID=605372011338076756,fileID=0;pathID=1699461981460607854,fileID=;pathID=,,,,,,,,,,,,resolved
spine_xiaoshou,m_Material,6,1869315399850166803,download/commonprefabsandres/spinematandshaders.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\commonprefabsandres\spinematandshaders.assetbundle,True,Material,SkeletonGraphicDefault,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,fileID=0;pathID=-8637354332327150364,ETC1_EXTERNAL_ALPHA _STRAIGHT_ALPHA_INPUT,fileID=0;pathID=0,,8.0,0.0,15.0,,,,resolved
spine_xiaoshou,additiveMaterial,6,-7852358095173771177,download/commonprefabsandres/spinematandshaders.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\commonprefabsandres\spinematandshaders.assetbundle,True,Material,SkeletonGraphicAdditive,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,fileID=0;pathID=-2658896852931859588,,fileID=0;pathID=0,,8.0,0.0,15.0,,,,resolved
spine_xiaoshou,multiplyMaterial,6,-13276894215973044,download/commonprefabsandres/spinematandshaders.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\commonprefabsandres\spinematandshaders.assetbundle,True,Material,SkeletonGraphicMultiply,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,fileID=0;pathID=-9061908430178429775,_STRAIGHT_ALPHA_INPUT,fileID=0;pathID=0,,8.0,0.0,15.0,,,,resolved
spine_xiaoshou,screenMaterial,6,-5524858707655825726,download/commonprefabsandres/spinematandshaders.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\commonprefabsandres\spinematandshaders.assetbundle,True,Material,SkeletonGraphicScreen,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,fileID=0;pathID=7519826479649483999,_STRAIGHT_ALPHA_INPUT,fileID=0;pathID=0,,8.0,0.0,15.0,,,,resolved
sp_mainpage,SP_Dock_1_SkeletonData.atlasAsset[0],0,8227587531621305829,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,MonoBehaviour,SP_Dock_1_Atlas,resolved_object,,fileID=;pathID=,,fileID=0;pathID=4575077192156806730,fileID=0;pathID=-1085326179615399956,,,,,,,,,,,resolved
sp_mainpage,SP_Dock_1_SkeletonData.skeletonJSON,0,-5297893166830738493,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_1.skel,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
sp_camp,SP_Dock_2_SkeletonData.atlasAsset[0],0,628748981610073199,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,MonoBehaviour,SP_Dock_2_Atlas,resolved_object,,fileID=;pathID=,,fileID=0;pathID=-7577882141466136738,fileID=0;pathID=-1624444338149138060,,,,,,,,,,,resolved
sp_camp,SP_Dock_2_SkeletonData.skeletonJSON,0,-965620130649004890,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_2.skel,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
sp_bag,SP_Dock_3_SkeletonData.atlasAsset[0],0,5972563461574298195,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,MonoBehaviour,SP_Dock_3_Atlas,resolved_object,,fileID=;pathID=,,fileID=0;pathID=-744257193174325057,fileID=0;pathID=-6389429946276277620,,,,,,,,,,,resolved
sp_bag,SP_Dock_3_SkeletonData.skeletonJSON,0,-9015391737978558464,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_3.skel,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
sp_expedition,SP_Dock_4_SkeletonData.atlasAsset[0],0,-3329014225688361458,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,MonoBehaviour,SP_Dock_4_Atlas,resolved_object,,fileID=;pathID=,,fileID=0;pathID=7730467358930827345,fileID=0;pathID=4486892455485491999,,,,,,,,,,,resolved
sp_expedition,SP_Dock_4_SkeletonData.skeletonJSON,0,8879130499741459148,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_4.skel,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
sp_adventureInterface,SP_Dock_5_SkeletonData.atlasAsset[0],0,8303853714338035501,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,MonoBehaviour,SP_Dock_5_Atlas,resolved_object,,fileID=;pathID=,,fileID=0;pathID=-5360108064235675155,fileID=0;pathID=-5580969181242877853,,,,,,,,,,,resolved
sp_adventureInterface,SP_Dock_5_SkeletonData.skeletonJSON,0,-1063526957802718890,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_5.skel,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
sp_guild,SP_Dock_6_SkeletonData.atlasAsset[0],0,7051211044231272376,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,MonoBehaviour,SP_Dock_6_Atlas,resolved_object,,fileID=;pathID=,,fileID=0;pathID=1417681296484973874,fileID=0;pathID=-9118095309439369160,,,,,,,,,,,resolved
sp_guild,SP_Dock_6_SkeletonData.skeletonJSON,0,228557136316383007,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_6.skel,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
sp_maincity,SP_Dock_7_SkeletonData.atlasAsset[0],0,4082764829203354029,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,MonoBehaviour,SP_Dock_7_Atlas,resolved_object,,fileID=;pathID=,,fileID=0;pathID=2188869438949159726,fileID=0;pathID=8959832863117603335,,,,,,,,,,,resolved
sp_maincity,SP_Dock_7_SkeletonData.skeletonJSON,0,-6868568269113120160,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_7.skel,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
spine_xiaoshou,spine_xiaoshou_SkeletonData.atlasAsset[0],0,1699461981460607854,download/ui/uiprefabandres/guide.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\guide.assetbundle,True,MonoBehaviour,spine_xiaoshou_Atlas,resolved_object,,fileID=;pathID=,,fileID=0;pathID=1261856857127291787,fileID=0;pathID=-6673635370226749509,,,,,,,,,,,resolved
spine_xiaoshou,spine_xiaoshou_SkeletonData.skeletonJSON,0,605372011338076756,download/ui/uiprefabandres/guide.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\guide.assetbundle,True,TextAsset,spine_xiaoshou.skel,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
sp_mainpage,SP_Dock_1_Atlas.atlasFile,0,4575077192156806730,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_1.atlas,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
sp_mainpage,SP_Dock_1_Atlas.atlasMaterial[0],0,-1085326179615399956,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,Material,SP_Dock_1_Material,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,fileID=1;pathID=-905636281508599772,_STRAIGHT_ALPHA_INPUT _USE8NEIGHBOURHOOD_ON,fileID=0;pathID=-402587200781072471,1.0,8.0,,,,,,resolved
sp_camp,SP_Dock_2_Atlas.atlasFile,0,-7577882141466136738,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_2.atlas,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
sp_camp,SP_Dock_2_Atlas.atlasMaterial[0],0,-1624444338149138060,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,Material,SP_Dock_2_Material,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,fileID=1;pathID=-905636281508599772,_STRAIGHT_ALPHA_INPUT _USE8NEIGHBOURHOOD_ON,fileID=0;pathID=-8829062302552757208,1.0,8.0,,,,,,resolved
sp_bag,SP_Dock_3_Atlas.atlasFile,0,-744257193174325057,download/ui/uiprefabandres/maininterface_ext_1.assetbundle,C:\Users\godho\Downloads\girlswar\girlswar_merged_extracted\extracted\unity\clean_unityfs_slices\download\ui\uiprefabandres\maininterface_ext_1.assetbundle,True,TextAsset,SP_Dock_3.atlas,resolved_object,,fileID=;pathID=,,fileID=;pathID=,,,,,,,,,,,,resolved
