"category","source_backed_decision","name","path","active_self","active_in_hierarchy","sibling_index","child_count","component_types","has_button","button_interactable","has_graphic","graphic_enabled","graphic_raycast_target","graphic_maskable","graphic_material","graphic_color","image_sprite","image_type","image_preserve_aspect","text_sample","text_font","text_material","anchor_min","anchor_max","pivot","anchored_position","size_delta","rect_size","local_scale","local_position","local_rotation","screen_rect_valid","screen_rect","screen_min_x","screen_min_y","screen_max_x","screen_max_y","canvas_override_sorting","canvas_sorting_order","canvas_render_mode","nearest_canvas_path","nearest_canvas_sorting_order","canvas_group_alpha","mask_ancestors"
"hero_bg_target","audit_row_no_patch","im_red__4303482308974896508","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/btn_renwu__-8867955425087948189/im_red__4303482308974896508","True","True","0","1","CanvasRenderer|Image|RectTransform","False","False","True","True","False","True","Default UI Material","1,1,1,0","","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","38,30","27,27","27,27","1,1,1","38,30,0","0,0,0","True","148.559,476.186,184.277,496.596","148.559","476.186","184.277","496.596","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","RedDot__9064690032787600359","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/btn_renwu__-8867955425087948189/im_red__4303482308974896508/RedDot__9064690032787600359","True","True","0","1","CanvasRenderer|Image|RectTransform","False","False","True","True","False","True","Default UI Material","1,1,1,1","fid1_523894093744659759_T_hongdian_1","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","27,27","27,27","0.8,0.8,1","0,0,0","0,0,0","True","152.131,478.227,180.705,494.555","152.131","478.227","180.705","494.555","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","SkeletonGraphic (hongdian01)__7176319136977791790","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/btn_renwu__-8867955425087948189/im_red__4303482308974896508/RedDot__9064690032787600359/SkeletonGraphic (hongdian01)__7176319136977791790","False","False","0","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.515,0.5","0,0","33,32","33,32","1,1,1","0,0,0","0,0,0","True","148.427,476.715,183.351,496.067","148.427","476.715","183.351","496.067","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","text__-4219719416989272269__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/btn_renwu__-8867955425087948189/text__-4219719416989272269__font_riyu","True","True","1","0","CanvasRenderer|RectTransform|TextMeshProUGUI","False","False","True","True","False","True","Default UI Material","1,1,1,1","","","False","임무","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","0.5,0.5","0.5,0.5","0.5,0.5","0,-37","0,25","0,25","1,1,1","0,-37,0","0,0,0","True","116.148,426.295,116.148,445.193","116.148","426.295","116.148","445.193","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","im_bg__-1141861290639510320","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/im_bg__-1141861290639510320","True","True","0","0","CanvasRenderer|Image|RectTransform","False","False","True","True","False","True","Default UI Material","1,1,1,1","fid1_-1182126779076344239_mainpage_BTN_bg","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","79,80","79,80","1,1,1","0,0,0","0,0,0","True","63.895,433.476,168.402,493.951","63.895","433.476","168.402","493.951","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","sp_icon__1163768542286382966","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_renwu__4819180499987017672/sp_icon__1163768542286382966","True","True","1","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.577,0.603","0,6","74.703,78.866","74.703,78.866","1,1,1","0,6,0","0,0,0","True","59.152,432.287,157.975,491.904","59.152","432.287","157.975","491.904","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","node_tujian__2191855014931130154","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_tujian__2191855014931130154","True","True","8","5","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","182.9,25","100,100","100,100","0.82,0.82,0.82","182.9,25,0","0,0,0","True","187.716,347.905,296.192,409.891","187.716","347.905","296.192","409.891","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","RedDot__-835699956516532549","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_tujian__2191855014931130154/RedDot__-835699956516532549","True","True","2","1","CanvasRenderer|Image|RectTransform","False","False","True","True","False","True","Default UI Material","1,1,1,1","fid1_523894093744659759_T_hongdian_1","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","29.2,28.5","27,27","27,27","0.8,0.8,1","29.2,28.5,0","0,0,0","True","261.913,389.87,285.344,403.259","261.913","389.87","285.344","403.259","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","SkeletonGraphic (hongdian01)__-4636189398742794277","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_tujian__2191855014931130154/RedDot__-835699956516532549/SkeletonGraphic (hongdian01)__-4636189398742794277","False","False","0","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.515,0.5","0,0","33,32","33,32","1,1,1","0,0,0","0,0,0","True","258.876,388.63,287.514,404.499","258.876","388.63","287.514","404.499","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","btn_tujian__-7176579048736111160","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_tujian__2191855014931130154/btn_tujian__-7176579048736111160","True","True","4","1","Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger","True","True","True","True","True","True","Default UI Material","1,1,1,0","","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","79,82","79,82","1,1,1","0,0,0","0,0,0","True","199.106,353.484,284.802,404.313","199.106","353.484","284.802","404.313","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","text_tujian__2624727026368678635__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_tujian__2191855014931130154/btn_tujian__-7176579048736111160/text_tujian__2624727026368678635__font_riyu","True","True","0","0","CanvasRenderer|RectTransform|TextMeshProUGUI","False","False","True","True","False","True","Default UI Material","1,1,1,1","","","False","도감","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","0.5,0.5","0.5,0.5","0.5,0.5","0,-50.4","0,50","0,50","1,1,1","0,-50.4,0","0,0,0","True","241.954,332.161,241.954,363.154","241.954","332.161","241.954","363.154","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","im_bg__-5260381411788671141","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_tujian__2191855014931130154/im_bg__-5260381411788671141","True","True","0","0","CanvasRenderer|Image|RectTransform","False","False","True","True","False","True","Default UI Material","1,1,1,1","fid1_-1182126779076344239_mainpage_BTN_bg","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","79,80","79,80","1,1,1","0,0,0","0,0,0","True","199.106,354.104,284.802,403.693","199.106","354.104","284.802","403.693","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","sp_icon__-2543429587689635145","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_tujian__2191855014931130154/sp_icon__-2543429587689635145","True","True","1","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.51,0.448","0,0","82.703,64.694","82.703,64.694","1,1,1","0,0,0","0,0,0","True","196.197,360.947,285.91,401.049","196.197","360.947","285.91","401.049","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","sp_newTujisn__-7113487410179482399","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_tujian__2191855014931130154/sp_newTujisn__-7113487410179482399","False","False","3","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","36,32","100,100","100,100","1,1,1","36,32,0","0,0,0","True","226.767,367.741,335.243,429.727","226.767","367.741","335.243","429.727","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","node_wuyu__-8260675311023278518","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518","True","True","7","5","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","87,25","0,0","0,0","0.82,0.82,0.82","87,25,0","0,0,0","True","115.09,378.898,115.09,378.898","115.09","378.898","115.09","378.898","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","btn_wuyu__-7504787285556248522","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518/btn_wuyu__-7504787285556248522","True","True","4","1","Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger","True","True","True","True","True","True","Default UI Material","1,1,1,0","","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","79,82","79,82","1,1,1","0,0,0","0,0,0","True","72.242,353.484,157.938,404.313","72.242","353.484","157.938","404.313","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","text_wuyu__2856848393971462972__font_riyu","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518/btn_wuyu__-7504787285556248522/text_wuyu__2856848393971462972__font_riyu","True","True","0","0","CanvasRenderer|RectTransform|TextMeshProUGUI","False","False","True","True","False","True","Default UI Material","1,1,1,1","","","False","이야기","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_TMP","GirlsWarStaticProbe_riyu_shenzong_0_2_0_2_Material","0.5,0.5","0.5,0.5","0.5,0.5","0,-50.4","0,50","0,50","1,1,1","0,-50.4,0","0,0,0","True","115.09,332.161,115.09,363.154","115.09","332.161","115.09","363.154","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","im_bg__4242969825804294363","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518/im_bg__4242969825804294363","True","True","0","0","CanvasRenderer|Image|RectTransform","False","False","True","True","False","True","Default UI Material","1,1,1,1","fid1_-1182126779076344239_mainpage_BTN_bg","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","79,80","79,80","1,1,1","0,0,0","0,0,0","True","72.242,354.104,157.938,403.693","72.242","354.104","157.938","403.693","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","im_redPointWuyu__6940783155486026770","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518/im_redPointWuyu__6940783155486026770","False","False","3","1","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","33.6,25.4","22,22","22,22","1,1,1","33.6,25.4,0","0,0,0","True","139.606,387.824,163.47,401.461","139.606","387.824","163.47","401.461","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","RedDot__-726720134125033716","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518/im_redPointWuyu__6940783155486026770/RedDot__-726720134125033716","True","False","0","1","CanvasRenderer|Image|RectTransform","False","False","True","True","False","True","Default UI Material","1,1,1,1","fid1_523894093744659759_T_hongdian_1","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","27,27","27,27","0.8,0.8,1","0,0,0","0,0,0","True","139.823,387.948,163.253,401.337","139.823","387.948","163.253","401.337","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","SkeletonGraphic (hongdian01)__-1896152144130674090","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518/im_redPointWuyu__6940783155486026770/RedDot__-726720134125033716/SkeletonGraphic (hongdian01)__-1896152144130674090","False","False","0","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.515,0.5","0,0","33,32","33,32","1,1,1","0,0,0","0,0,0","True","136.785,386.709,165.423,402.577","136.785","386.709","165.423","402.577","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","sp_icon__7339764804780294201","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518/sp_icon__7339764804780294201","True","True","1","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.464,0.461","0,0","81,80","81,80","1,1,1","0,0,0","0,0,0","True","74.349,356.034,162.214,405.623","74.349","356.034","162.214","405.623","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","sp_newWuyu__-3923995700111316168","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/left__8354406432209300530/node_wuyu__-8260675311023278518/sp_newWuyu__-3923995700111316168","False","False","2","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","41.3,32","100,100","100,100","1,1,1","41.3,32,0","0,0,0","True","105.653,367.741,214.129,429.727","105.653","367.741","214.129","429.727","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","mask__-7340509778730852615","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/mask__-7340509778730852615","True","True","8","3","RectTransform","False","False","False","False","False","False","","","","","False","","","","0,0.5","1,0.5","0.5,0.5","0,0","0,100","1269.961,100","1,1,1","0,0,0","0,0,0","True","0,322.204,1680,397.796","0","322.204","1680","397.796","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","btn_jiantou1__3461301358382322173","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/mask__-7340509778730852615/btn_jiantou1__3461301358382322173","True","True","1","1","Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger","True","True","True","True","True","True","Default UI Material","1,1,1,1","fid1_504898600118097118_T_guajitanchuang_jiantou_1","Simple","False","","","","0,0.5","0,0.5","0.5,0.5","270,50","32,33","32,33","0.9,0.9,0.9","-364.98,50,0","0,0,0","True","338.127,386.571,376.226,409.022","338.127","386.571","376.226","409.022","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","boxcollider__6805967465578372317","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/mask__-7340509778730852615/btn_jiantou1__3461301358382322173/boxcollider__6805967465578372317","True","True","0","0","CanvasRenderer|Image|RectTransform|RestoreClickLogger","False","False","True","True","True","True","Default UI Material","1,1,1,0","","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","100,100","100,100","1,1,1","0,0,0","0,0,0","True","297.647,363.78,416.706,431.813","297.647","363.78","416.706","431.813","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","btn_jiantou2__5190742600730737462","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/mask__-7340509778730852615/btn_jiantou2__5190742600730737462","True","True","2","1","Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger","True","True","True","True","True","True","Default UI Material","1,1,1,1","fid1_504898600118097118_T_guajitanchuang_jiantou_1","Simple","False","","","","1,0.5","1,0.5","0.5,0.5","-405,50","32,33","32,33","0.9,0.9,0.9","229.98,50,0","0,0,0","True","1125.186,386.571,1163.285,409.022","1125.186","386.571","1163.285","409.022","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","boxcollider__5147665056579148154","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/mask__-7340509778730852615/btn_jiantou2__5190742600730737462/boxcollider__5147665056579148154","True","True","0","0","CanvasRenderer|Image|RectTransform|RestoreClickLogger","False","False","True","True","True","True","Default UI Material","1,1,1,0","","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","100,100","100,100","1,1,1","0,0,0","0,0,0","True","1084.706,363.78,1203.765,431.813","1084.706","363.78","1203.765","431.813","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","but_mask__1339652777615223566","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/mask__-7340509778730852615/but_mask__1339652777615223566","False","False","0","0","CanvasRenderer|Image|RectTransform|RestoreClickLogger","False","False","True","True","True","True","Default UI Material","1,1,1,0","","Simple","False","","","","0,0","1,1","0.5,0.5","0,0","2336,1025","3605.961,1125","1,1,1","0,0,0","0,0,0","True","-1545.119,-65.21,3225.119,785.21","-1545.119","-65.21","3225.119","785.21","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","middle__6698872860963106400","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400","True","True","5","3","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","0,0","0,0","1,1,1","0,0,0","0,0,0","True","840,360,840,360","840","360","840","360","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","bg_duihua__3306616464675970194","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/bg_duihua__3306616464675970194","False","False","0","2","CanvasRenderer|Image|RectTransform|RestoreClickLogger","False","False","True","True","True","True","Default UI Material","1,1,1,1","fid3_-2298299524329505201_BG_dikuang1","Sliced","False","","","","0.5,0","0.5,0","0.5,0.5","15,-34","510,35","510,35","1,1,1","15,-34,0","0,0,0","True","522.51,321.07,1197.176,347.527","522.51","321.07","1197.176","347.527","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","im_jiantou__-1613919018327199013","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/bg_duihua__3306616464675970194/im_jiantou__-1613919018327199013","True","False","1","0","CanvasRenderer|Image|RectTransform|RestoreClickLogger","False","False","True","True","True","True","Default UI Material","1,1,1,1","fid3_-447858189202851985_IC_jiantou","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","-101,27","17,22","17,22","1,1,1","-101,27,0","0,0,0","True","714.988,346.393,737.477,363.024","714.988","346.393","737.477","363.024","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","text_duihua__1337115387009666525","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/bg_duihua__3306616464675970194/text_duihua__1337115387009666525","True","False","0","0","CanvasRenderer|RectTransform|Text","False","False","True","True","False","True","Default UI Material","0.286,0.243,0.208,1","","","False","차차: 너무 하잖아! 게다가 이 배는 MS 이거 밖에 없다고 뭐야뭐야뭐야","Malgun Gothic","Default UI Material","0.5,0.5","0.5,0.5","0.5,0.5","-3,0","470,40","470,40","1,1,1","-3,0,0","0,0,0","True","544.999,319.18,1166.75,349.417","544.999","319.18","1166.75","349.417","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","quest_complete_tips__-3503833916211969751","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/quest_complete_tips__-3503833916211969751","False","False","1","1","CanvasRenderer|Image|RectTransform","False","False","True","True","False","True","Default UI Material","1,1,1,0","","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,334","600,52","600,52","1,1,1","0,334,0","0,0,0","True","443.137,592.826,1236.863,632.135","443.137","592.826","1236.863","632.135","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","offset__7746427643963765293","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/quest_complete_tips__-3503833916211969751/offset__7746427643963765293","True","False","0","4","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,60","600,56","600,56","1,1,1","0,60,0","0,0,0","True","443.137,636.67,1236.863,679.002","443.137","636.67","1236.863","679.002","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","bg__3957998686215547749","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/quest_complete_tips__-3503833916211969751/offset__7746427643963765293/bg__3957998686215547749","True","False","0","0","CanvasRenderer|Image|RectTransform|RestoreClickLogger","False","False","True","True","True","True","Default UI Material","1,1,1,1","fid1_-6260708255479593176_renwutishidizi","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","626,52","626,52","1,1,1","0,0,0","0,0,0","True","425.94,638.182,1254.06,677.49","425.94","638.182","1254.06","677.49","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","btn_go__871616236271487067","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/quest_complete_tips__-3503833916211969751/offset__7746427643963765293/btn_go__871616236271487067","True","False","1","0","Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger","True","True","True","True","True","True","Default UI Material","1,1,1,1","fid1_-3687368163992476616_renwuqwjt","Simple","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","219.3,2","37,28","37,28","1,1,1","219.3,2,0","0,0,0","True","1105.633,648.765,1154.58,669.931","1105.633","648.765","1154.58","669.931","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","duihao__-917240064554528769","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/quest_complete_tips__-3503833916211969751/offset__7746427643963765293/duihao__-917240064554528769","False","False","2","0","Button|CanvasRenderer|Image|RectTransform|RestoreClickLogger","True","True","True","True","True","True","Default UI Material","1,1,1,1","fid1_-4466887312369507679_IC_tick_beibao_zhuangbeixuanzhong","Filled","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","219.3,2","47,37","47,37","1,1,1","219.3,2,0","0,0,0","True","1099.019,645.363,1161.194,673.333","1099.019","645.363","1161.194","673.333","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","text__8147238823470714233","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/quest_complete_tips__-3503833916211969751/offset__7746427643963765293/text__8147238823470714233","True","False","3","0","CanvasRenderer|RectTransform|Text","False","False","True","True","False","True","Default UI Material","0.196,0.196,0.196,1","","","False","New Text","Malgun Gothic","Default UI Material","0.5,0.5","0.5,0.5","0.5,0.5","0,2.4","392.51,40","392.51,40","1,1,1","0,2.4,0","0,0,0","True","580.379,644.532,1099.621,674.769","580.379","644.532","1099.621","674.769","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","titan_move_box__8760631481446195828","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/middle__6698872860963106400/titan_move_box__8760631481446195828","True","True","2","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0,0","0,0","0,0","-298,-184","500,400","500,400","1,1,1","-298,-184,0","0,0,0","True","445.783,220.909,1107.221,523.281","445.783","220.909","1107.221","523.281","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","p_changeBgHero__-6145133437425078877","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/p_changeBgHero__-6145133437425078877","False","False","6","0","RectTransform","False","False","False","False","False","False","","","","","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","0,0","100,100","100,100","1,1,1","0,0,0","0,0,0","True","773.856,322.204,906.144,397.796","773.856","322.204","906.144","397.796","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","right__-7547578691690053275","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275","True","True","4","9","RectTransform","False","False","False","False","False","False","","","","","False","","","","1,0.5","1,0.5","0.5,0.5","0,0","0,0","0,0","1,1,1","634.98,0,0","0,0,0","True","1680,360,1680,360","1680","360","1680","360","False","0","","Canvas_MainInterface_1280x720","0","",""
"hero_bg_target","audit_row_no_patch","UI_currency__1979162691310507434","Canvas_MainInterface_1280x720/MainInterface_Root_From_RectTransform_CSV/UI_MainInterface_old__2475216337245998118/right__-7547578691690053275/UI_currency__1979162691310507434","True","True","0","3","CanvasRenderer|Image|RectTransform","False","False","True","True","False","True","Default UI Material","1,1,1,1","fid1_-4050184130424741625_BG_jiahao","Sliced","False","","","","0.5,0.5","0.5,0.5","0.5,0.5","-296,312","157,31","157,31","1,1,1","-296,312,0","0,0,0","True","1184.583,584.133,1392.275,607.567","1184.583","584.133","1392.275","607.567","False","0","","Canvas_MainInterface_1280x720","0","",""
