bundle,component_path_id,game_object_id,game_object_name,script_id,kind,keys
download/ui/uiprefabandres/maininterface.assetbundle,-8101883617140438468,4483779034091160287,bgBtn,-8797238614672040712,MonoBehaviour,m_DefaultSpriteDPI;m_DynamicPixelsPerUnit;m_Enabled;m_FallbackScreenDPI;m_GameObject;m_MatchWidthOrHeight;m_Name;m_PhysicalUnit;m_PresetInfoIsWorld;m_ReferencePixelsPerUnit;m_ReferenceResolution;m_ScaleFactor;m_ScreenMatchMode;m_Script;m_UiScaleMode
download/ui/uiprefabandres/maininterface.assetbundle,-8099328959334682719,-1457103517121630268,UI_bg,9044316936709120141,MonoBehaviour,m_Enabled;m_GameObject;m_Name;m_Script
download/ui/uiprefabandres/maininterface.assetbundle,-8094230453916391414,7539449921108505585,toggle_ui_set_30,9006062995516675145,MonoBehaviour,graphic;m_AnimationTriggers;m_Colors;m_Enabled;m_GameObject;m_Group;m_Interactable;m_IsOn;m_Name;m_Navigation;m_Script;m_SpriteState;m_TargetGraphic;m_Transition;onValueChanged;toggleTransition
download/ui/uiprefabandres/maininterface.assetbundle,-8093554080359294080,5572519946260618904,txt_act_name,-5392852106782294089,MonoBehaviour,m_Enabled;m_GameObject;m_HorizontalFit;m_Name;m_Script;m_VerticalFit
download/ui/uiprefabandres/maininterface.assetbundle,-8079080340087784238,-3863625236343104784,Viewport,-7784299604066853536,MonoBehaviour,m_Enabled;m_GameObject;m_Name;m_Script;m_ShowMaskGraphic
download/ui/uiprefabandres/maininterface.assetbundle,-8074340171250832233,2938063278071817179,UI_currency,-7030229213176759517,Image,m_Color;m_Enabled;m_FillAmount;m_FillCenter;m_FillClockwise;m_FillMethod;m_FillOrigin;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_PixelsPerUnitMultiplier;m_PreserveAspect;m_RaycastPadding;m_RaycastTarget;m_Script;m_Sprite;m_Type;m_UseSpriteMesh
download/ui/uiprefabandres/maininterface.assetbundle,-8067749576511705451,1379931244662496729,text_queren,5191574263247149380,Text,m_Category;m_Color;m_Enabled;m_FontData;m_GameObject;m_Localization;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;m_Text
download/ui/uiprefabandres/maininterface.assetbundle,-8060873386693758341,-5236341101107464188,btn_show,-7030229213176759517,Image,m_Color;m_Enabled;m_FillAmount;m_FillCenter;m_FillClockwise;m_FillMethod;m_FillOrigin;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_PixelsPerUnitMultiplier;m_PreserveAspect;m_RaycastPadding;m_RaycastTarget;m_Script;m_Sprite;m_Type;m_UseSpriteMesh
download/ui/uiprefabandres/maininterface.assetbundle,-8053989290021997888,8748269355908913574,btn_queren,-7030229213176759517,Image,m_Color;m_Enabled;m_FillAmount;m_FillCenter;m_FillClockwise;m_FillMethod;m_FillOrigin;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_PixelsPerUnitMultiplier;m_PreserveAspect;m_RaycastPadding;m_RaycastTarget;m_Script;m_Sprite;m_Type;m_UseSpriteMesh
download/ui/uiprefabandres/maininterface.assetbundle,-8049103614986755740,4557105329027977150,Image (1),-7030229213176759517,Image,m_Color;m_Enabled;m_FillAmount;m_FillCenter;m_FillClockwise;m_FillMethod;m_FillOrigin;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_PixelsPerUnitMultiplier;m_PreserveAspect;m_RaycastPadding;m_RaycastTarget;m_Script;m_Sprite;m_Type;m_UseSpriteMesh
download/ui/uiprefabandres/maininterface.assetbundle,-8028628235639088470,-7465022017609625308,bg,-7030229213176759517,Image,m_Color;m_Enabled;m_FillAmount;m_FillCenter;m_FillClockwise;m_FillMethod;m_FillOrigin;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_PixelsPerUnitMultiplier;m_PreserveAspect;m_RaycastPadding;m_RaycastTarget;m_Script;m_Sprite;m_Type;m_UseSpriteMesh
download/ui/uiprefabandres/maininterface.assetbundle,-8019024899735738623,-7131763233150856530,Background,-7030229213176759517,Image,m_Color;m_Enabled;m_FillAmount;m_FillCenter;m_FillClockwise;m_FillMethod;m_FillOrigin;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_PixelsPerUnitMultiplier;m_PreserveAspect;m_RaycastPadding;m_RaycastTarget;m_Script;m_Sprite;m_Type;m_UseSpriteMesh
download/ui/uiprefabandres/maininterface.assetbundle,-8013797326730923550,7745975005569228516,Renderer13,5804373309048859138,MonoBehaviour,m_Color;m_Enabled;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script
download/ui/uiprefabandres/maininterface.assetbundle,-8010001099342242387,-2002401583210569359,text_num,-7978266203517415465,Text,m_Color;m_Enabled;m_FontData;m_GameObject;m_Maskable;m_Material;m_Name;m_OnCullStateChanged;m_RaycastPadding;m_RaycastTarget;m_Script;m_Text
