bundle,size,sha256,versionfile_res_offset,first_unityfs_offset,used_offset,is_prefix_obfuscated,clean_slice,status,object_count,type_counts
download/ui/uiprefabandres/maininterface_ext_act_other_7_2_long.assetbundle,898335,af1f7f5fca7e19a6b9ea7166973d05f477ed567020ef798a0916f2aed6cb9ec2,0,1368,1368,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_7_2_long.assetbundle,ok,15,"{""Sprite"": 7, ""Texture2D"": 7, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_8_1.assetbundle,27408,a3a8f08236cb3222a80bf646cf714fad5ce338930697702d2fb59ae147b8c453,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_8_1.assetbundle,ok,3,"{""Sprite"": 1, ""AssetBundle"": 1, ""Texture2D"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_8_1_long.assetbundle,135826,4c204a8614943936bfff14b382cd0f7b326d953cfc548166c6a073e65dca119b,0,1368,1368,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_8_1_long.assetbundle,ok,3,"{""Texture2D"": 1, ""AssetBundle"": 1, ""Sprite"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_8_2.assetbundle,27003,e80aed5e3379895bc6dbb085c136ccbc3f4d0200693e087d7d385e27904edbd6,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_8_2.assetbundle,ok,3,"{""Texture2D"": 1, ""AssetBundle"": 1, ""Sprite"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_8_2_long.assetbundle,133321,2dc4bf17c187cb53ccd9ca806c97663f4c8bd698349827418a539023fc2cb4d8,0,1368,1368,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_8_2_long.assetbundle,ok,3,"{""Sprite"": 1, ""AssetBundle"": 1, ""Texture2D"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_8_3.assetbundle,112778,d65c16aa85c5d6d5226fa21d1db8584e0eb0645872ffded5ca73ee53ef6ab974,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_8_3.assetbundle,ok,11,"{""Texture2D"": 5, ""Sprite"": 5, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_8_3_long.assetbundle,619663,47f733ffbd92f69a66b63589637867938f94d9fa8b6328e59b9a2df5ff91d904,0,1368,1368,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_8_3_long.assetbundle,ok,11,"{""Texture2D"": 5, ""Sprite"": 5, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_8_4.assetbundle,112083,943f3c3ac98e3039d3ef43555cf721d2cf06ecced7ef5dc9f4fc8f8a212c066f,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_8_4.assetbundle,ok,11,"{""Sprite"": 5, ""Texture2D"": 5, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_8_4_long.assetbundle,624093,bb4813f39f2dc27376ca7d4aede6adee499ce623c213a214f60c29f51b4df03e,0,1368,1368,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_8_4_long.assetbundle,ok,11,"{""Sprite"": 5, ""Texture2D"": 5, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_9_1.assetbundle,270528,c1d8dbf6bfea3e4efe2b7bcdf9a45b4fda413776064744672e01b22b4784133a,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_9_1.assetbundle,ok,27,"{""Sprite"": 13, ""Texture2D"": 13, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_9_1_long.assetbundle,1674054,6686ce44b3013eab6d0ad3eab400d43da6b182ca3e5ab5b170d4fa32aed2c2db,0,1368,1368,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_9_1_long.assetbundle,ok,27,"{""Texture2D"": 13, ""Sprite"": 13, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_9_2.assetbundle,460224,53953dea485d50670caf0786d8155ea08027b412b68be3e63c54325bc9692ce4,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_9_2.assetbundle,ok,45,"{""Texture2D"": 22, ""Sprite"": 22, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_9_2_long.assetbundle,2689316,045a77f328b2e9d3c3ddff27c3c6668d923c6f8d91c300711877c9ce6bf5e10f,0,1368,1368,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_9_2_long.assetbundle,ok,43,"{""Sprite"": 21, ""Texture2D"": 21, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_9_3.assetbundle,237219,1dc1a05ca7a725530910506d543a4e61782062a93b3bca0ca3d788377b0d12de,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_9_3.assetbundle,ok,23,"{""Texture2D"": 11, ""Sprite"": 11, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_9_3_long.assetbundle,1421637,1f7f5bd276a75c049f25eb8e9797976f84e902b8267e7021c0e193b967f6a32d,0,1368,1368,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_9_3_long.assetbundle,ok,23,"{""Texture2D"": 11, ""Sprite"": 11, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_9_4.assetbundle,135452,e12b97ff265f062083f4c0ae479faba9dd0d73f358560f5ed28350e80e181547,0,1367,1367,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_9_4.assetbundle,ok,13,"{""Texture2D"": 6, ""Sprite"": 6, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_act_other_9_4_long.assetbundle,780037,088b1ea6e1b2acbba751d2ea9ddd87f0ea58058fad9ac577173270fd39233a78,0,1368,1368,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_act_other_9_4_long.assetbundle,ok,13,"{""Sprite"": 6, ""Texture2D"": 6, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_310_1.assetbundle,49159,4ef959d35bfe69997b36a2810a027f7cc65c4b8e0dfd3d48840bd096c8210a2f,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_310_1.assetbundle,ok,5,"{""Sprite"": 2, ""Texture2D"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_310_1_long.assetbundle,243982,9ede83433de64834a4de0748aa733b4153d7f64a82e3ff216c16a168bde9cd39,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_310_1_long.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_310_2.assetbundle,29071,fefd5cd6b900f84bc720957e7174e7d7150379d1500f5368fb1d32dc96867d0c,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_310_2.assetbundle,ok,3,"{""AssetBundle"": 1, ""Sprite"": 1, ""Texture2D"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_310_2_long.assetbundle,128274,5cd187b7e207173e75b13f5a20eacb90c4788b288f7dcd0823d82e74b33a63f9,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_310_2_long.assetbundle,ok,3,"{""Sprite"": 1, ""AssetBundle"": 1, ""Texture2D"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_310_3.assetbundle,49394,dab542b0197c410f4b71d8fb78b91a4d9ec9730ee8f4a97d04fb9e59f5cf6b58,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_310_3.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_310_3_long.assetbundle,251813,d1381f1c3377345fe24c318b5097eff19fecf11402e932c6d754a450a097ad33,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_310_3_long.assetbundle,ok,5,"{""Sprite"": 2, ""Texture2D"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_310_4.assetbundle,89434,f7fb051eae1da9b4afa9dfd525b6d2c466ba898bc5f0ee1b0d992fdb7d7e24a7,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_310_4.assetbundle,ok,9,"{""Sprite"": 4, ""Texture2D"": 4, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_310_4_long.assetbundle,488441,54d8013d4ca2c6a8b6a277130543b173fda36d66513c9186f1757c8204f791c2,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_310_4_long.assetbundle,ok,9,"{""Texture2D"": 4, ""Sprite"": 4, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_311_1.assetbundle,357026,0990ad50bf2ee208cb73d451f07366620f25c04e92bac2b3b839f4ac65e116e7,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_311_1.assetbundle,ok,35,"{""Texture2D"": 17, ""Sprite"": 17, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_311_1_long.assetbundle,2079623,f3c023a681e42e9bc189687e87fd8eb2ddcfb51149c9be86f9b7f2d5a71ec944,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_311_1_long.assetbundle,ok,35,"{""Texture2D"": 17, ""Sprite"": 17, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_311_2.assetbundle,71132,2a053a86aa46dd1f19a03e1127726263acab3df0f9c976af8ae9ec972a916d59,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_311_2.assetbundle,ok,7,"{""Texture2D"": 3, ""Sprite"": 3, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actlr_311_2_long.assetbundle,374695,edd7f6ff92819b09b5d0ecfadcf14498c148740ffca7601f2dfe26d52cf13b99,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actlr_311_2_long.assetbundle,ok,7,"{""Sprite"": 3, ""Texture2D"": 3, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_1.assetbundle,75708,c9ffa1f3b6928a334c1d45953da77e1f91a4694a70a513a73ebc27c8500e7629,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_1.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_1_long.assetbundle,263344,c773fd68fdd4246c2e2ef225bd9c3fb784926d313ede6816e384450f8d278a76,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_1_long.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_2.assetbundle,69853,b5cf76c446351121c0714e7b942a23033cdc9b62a0fc13a9b9579c36e68f7362,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_2.assetbundle,ok,7,"{""Sprite"": 3, ""Texture2D"": 3, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_2_long.assetbundle,391627,bf6782d163e5f6a75249e90e46b2af19c0f56ab9ced650e9e4de9009712c9e04,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_2_long.assetbundle,ok,7,"{""Texture2D"": 3, ""Sprite"": 3, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_3.assetbundle,133631,bf881d46c267c5433f5a274ca17c8a297b441459100a3841a6f766fd7e86947b,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_3.assetbundle,ok,13,"{""Sprite"": 6, ""Texture2D"": 6, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_3_long.assetbundle,764888,86f5fcea38b797f097fbe7128e9fb3f26ef2c8299de3ab3c692eccc59758add3,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_3_long.assetbundle,ok,13,"{""Sprite"": 6, ""Texture2D"": 6, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_4.assetbundle,217262,f264c97dee75a1dd2b5b1b5012e1f88dbc27f7133e98cf533dfe3bdbdd22516e,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_4.assetbundle,ok,21,"{""Texture2D"": 10, ""Sprite"": 10, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_4_long.assetbundle,1270944,ef970a8c06079b44a753756949e4eb1d195fc11d860f563c7f4bc84ffe3a7874,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_4_long.assetbundle,ok,21,"{""Sprite"": 10, ""Texture2D"": 10, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_5.assetbundle,214426,2b4f5247e4b5e42ed2445399020531683499d72860c43ee4e0151e4ba4e7e120,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_5.assetbundle,ok,21,"{""Texture2D"": 10, ""Sprite"": 10, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_210_5_long.assetbundle,1278601,6a2ce742a11e8af214e829c257e2d95546a8e46b2e9d89480c2c08d8a0caf16c,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_210_5_long.assetbundle,ok,21,"{""Sprite"": 10, ""Texture2D"": 10, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_211_1.assetbundle,49878,27a1d91d8bdb2ddc8f59246bfc4b1c6cb43d7ff522ba3e1bb208c5bf9030b036,0,3099,3099,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_211_1.assetbundle,ok,5,"{""Sprite"": 2, ""Texture2D"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_211_1_long.assetbundle,267317,929dc4823bd3c1d01d25db2a64812bb81e820a90b59ed2b13c94cb5021b5765e,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_211_1_long.assetbundle,ok,5,"{""Sprite"": 2, ""Texture2D"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_1.assetbundle,50171,08bb4b1d525853c38b68e9a99a77df1c09aa2dff2888a015f0bc0edd3de85304,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_1.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_1_long.assetbundle,259894,fb2a9d27ffd6f741e3fa729bae21d668ad7a80d1f9624b5b14181d98bca114af,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_1_long.assetbundle,ok,5,"{""Sprite"": 2, ""Texture2D"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_2.assetbundle,70315,bc00f497f164d4a29732f2e645f818860b35d5a6b7e49d40408a0f09d7c800a5,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_2.assetbundle,ok,7,"{""Texture2D"": 3, ""Sprite"": 3, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_2_long.assetbundle,389754,b331c81437f7c4baaf37aaa4620791e6e622912d7026f989bed7ee0aa48b48af,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_2_long.assetbundle,ok,7,"{""Texture2D"": 3, ""Sprite"": 3, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_3.assetbundle,134476,feb0fb1f2e5179873727f4a03c688f1fea1e79a18d36b2589d69623d5ac97882,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_3.assetbundle,ok,13,"{""Texture2D"": 6, ""Sprite"": 6, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_3_long.assetbundle,765943,845260b2a9225c0dd14effeb6dbd0c61a01bb0d506981c5fe01f333e669595c8,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_3_long.assetbundle,ok,13,"{""Sprite"": 6, ""Texture2D"": 6, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_4.assetbundle,218563,7f145a8d03b834adaeef5991ab7d2220123982a80c1204d0ec08c2bd2b1dc39e,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_4.assetbundle,ok,21,"{""Texture2D"": 10, ""Sprite"": 10, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_4_long.assetbundle,1279512,d1a3e5a0d8e02f4f15acf43a6a636371cc49ba3970a3bbbd1f5787feb6f4a663,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_4_long.assetbundle,ok,21,"{""Sprite"": 10, ""Texture2D"": 10, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_5.assetbundle,215984,99657426d4b0640ebf3ce1c699077e9b1b97fd2e25fb4a1caa46d75c933a8693,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_5.assetbundle,ok,21,"{""Sprite"": 10, ""Texture2D"": 10, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_210_5_long.assetbundle,1285098,be833800abccb048e1de89c8213989a9ad831b0273785b6ae1ef73fa2a8c86e8,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_210_5_long.assetbundle,ok,21,"{""Sprite"": 10, ""Texture2D"": 10, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_211_1.assetbundle,50394,b68cefa5a672e9e889d9ce1cc27e62a39d122051d19a9fa7d67046d56874a6c7,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_211_1.assetbundle,ok,5,"{""Sprite"": 2, ""Texture2D"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_211_1_long.assetbundle,267129,115d9a9ad38d30461a627b74e1a9437030f8ee65fb9622cc65c7eb3e3bf83b9e,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_211_1_long.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_310_1.assetbundle,50367,829ee9ccb6a1b0444d58a6088c78ef2a13828b790278841d85e89bf5773260eb,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_310_1.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_310_1_long.assetbundle,262469,64734a184fca208671d45a60a0bb23a7844c1730cbed3bde031d0691bb3c2bd1,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_310_1_long.assetbundle,ok,5,"{""Sprite"": 2, ""Texture2D"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_310_2.assetbundle,29075,e4b21fe6ae33c889504cb54d349a4e960ef95e5e2ec8ca59ba117ffa2226c2d7,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_310_2.assetbundle,ok,3,"{""AssetBundle"": 1, ""Sprite"": 1, ""Texture2D"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_310_2_long.assetbundle,135787,cac767fcf99510e173da050e91267a415020b8443fa215133a4ed9d0435aa9c0,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_310_2_long.assetbundle,ok,3,"{""AssetBundle"": 1, ""Sprite"": 1, ""Texture2D"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_310_3.assetbundle,50458,23b547e99ab37fadf87a9dbbb80f0ecb57116c535ec4486dc8e31d10e7be8f41,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_310_3.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_310_3_long.assetbundle,260364,09a4b423effe2867b2196df420af8a46900f35896455d2ec4697d3485c3c3988,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_310_3_long.assetbundle,ok,5,"{""Texture2D"": 2, ""Sprite"": 2, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_310_4.assetbundle,92576,f775d49708362b287280beddb0a6bbcee2f994857e46cbf14a677f63df52a6ef,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_310_4.assetbundle,ok,9,"{""Texture2D"": 4, ""Sprite"": 4, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_310_4_long.assetbundle,519780,df5ee5576d138f651e5cf337a9a016088df281e521d0da4f35b9a510da4e331c,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_310_4_long.assetbundle,ok,9,"{""Texture2D"": 4, ""Sprite"": 4, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_311_0.assetbundle,91852,09d9f81c95ac5d30f4032343cf2acea941941b0a00f69834032f665fff45ed6f,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_311_0.assetbundle,ok,9,"{""Sprite"": 4, ""Texture2D"": 4, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_311_0_long.assetbundle,518663,490ecba3d5983d2725177f67af06cd7d65edbd971d0808b9b4d950e2b0b887d7,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_311_0_long.assetbundle,ok,9,"{""Texture2D"": 4, ""Sprite"": 4, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_311_1.assetbundle,369256,e7037f62d2b8a9c946fc0d35bc09817420b22009bc34e1283da1cd674645ff9d,0,3100,3100,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_311_1.assetbundle,ok,35,"{""Texture2D"": 17, ""Sprite"": 17, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_actur_back_311_1_long.assetbundle,2183178,20111e66e180b2f2ee8351abd0b71f0974257c7db3f8ed593bd18888ceb5e280,0,3101,3101,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_actur_back_311_1_long.assetbundle,ok,35,"{""Texture2D"": 17, ""Sprite"": 17, ""AssetBundle"": 1}"
download/ui/uiprefabandres/maininterface_ext_xmas.assetbundle,404471,66277cc0f39eb1e703be47cfd32a317d2f7fd966ef93a0cb3339103c5d375fd7,0,1876,1876,True,extracted/unity/clean_unityfs_slices/download/ui/uiprefabandres/maininterface_ext_xmas.assetbundle,ok,2719,"{""MonoBehaviour"": 739, ""GameObject"": 641, ""RectTransform"": 630, ""CanvasRenderer"": 530, ""Animator"": 34, ""MonoScript"": 34, ""Canvas"": 21, ""Texture2D"": 18, ""Sprite"": 13, ""CanvasGroup"": 12, ""Transform"": 11, ""ParticleSystem"": 10, ""ParticleSystemRenderer"": 10, ""TextAsset"": 8, ""Material"": 6, ""AssetBundle"": 1, ""Shader"": 1}"
download/xlualogic/modules/common.assetbundle,182707,d88756d34b9be381f0f66a6b51184e1d8aad9752e75338f092b6f098cf4c61af,0,1366,1366,True,extracted/unity/clean_unityfs_slices/download/xlualogic/modules/common.assetbundle,ok,39,"{""TextAsset"": 38, ""AssetBundle"": 1}"
download/xlualogic/modules/maininterface.assetbundle,194169,5f176945002cd21f3a5eabca1174372803760fe5f0b88e04ed1d214dc1dabb9b,0,2453,2453,True,extracted/unity/clean_unityfs_slices/download/xlualogic/modules/maininterface.assetbundle,ok,37,"{""TextAsset"": 36, ""AssetBundle"": 1}"
