feedId,title,artName,createdDate,articleUrl,imageUrl,matchStatus,matchedActorId,matchedKind,matchScore,phashDistance,histDistance,scoreGap,matchedLocalPath
2292050,소녀전쟁 | 히데요시 원화 ,히데요시 원화,20230629170952,https://game.naver.com/lounge/girlwars/board/detail/2292050,https://nng-phinf.pstatic.net/MjAyMzA2MjlfMjUz/MDAxNjg4MDI0ODcyNzEy.fLoKBilTmsJS6oYcAk3sGcluMZyn8QFUM5S7s2MeJu0g.8pgb3ZeIMyUz271Bc-RmRcN6izUJ8uVdHnfH_EOnXs8g.JPEG/%ED%9E%88%EB%8D%B0%EC%9A%94%EC%8B%9C.jpg?type=w1678,candidate,1051,T_ditu,37.443,24,1.1202,1.286,girlswar_merged_extracted/extracted/unity/bundles/b_44759c404b863a5d/images/T/5277869099047171576_T_ditu_1051.png
2292045,소녀전쟁 | 사카모토 료마 원화,사카모토 료마 원화,20230629170909,https://game.naver.com/lounge/girlwars/board/detail/2292045,https://nng-phinf.pstatic.net/MjAyMzA2MjlfNTAg/MDAxNjg4MDIyMTczNjM5.tnT9DR8zvSLq5dVHPUr-OkTtiVpnFIxnSufJCDv074Ug.mgTN4Al-CTq6nP0NJOb6b8HkHFkJ4Yg2L4XByIxu18Ig.JPEG/%EB%A3%8C%EB%A7%88.jpg?type=w1678,candidate,1056,T_ditu,38.971,26,1.0809,0.034,girlswar_merged_extracted/extracted/unity/bundles/b_46483ed1956f31a3/images/T/-5688347885637831846_T_ditu_1056.png
2292040,소녀전쟁 | 오키타 소지 원화 ,오키타 소지 원화,20230629170833,https://game.naver.com/lounge/girlwars/board/detail/2292040,https://nng-phinf.pstatic.net/MjAyMzA2MjlfNjIg/MDAxNjg4MDIyNDI1Mzg5.wV4XMmSOWLaa5ejivVH1lufE-NnUjg9TbK0pTkRUN8wg.ln993OmCM8RAQq7B7f6Ok2k-wRZnLohfyNIcqPVy6tQg.PNG/%EC%98%A4%ED%82%A4%ED%83%80%EC%86%8C%EC%A7%80.png?type=w1678,candidate,31108,T_ditu,33.724,24,0.8103,6.74,girlswar_merged_extracted/extracted/unity/bundles/b_cf5834cce51ecd08/images/T/-4510238535055420212_T_ditu_31108.png
2292034,소녀전쟁 | 코바야카와 히데아키 원화,코바야카와 히데아키 원화,20230629170755,https://game.naver.com/lounge/girlwars/board/detail/2292034,https://nng-phinf.pstatic.net/MjAyMzA2MjlfMTkg/MDAxNjg4MDI0MDgzMjMy.sMlZ-8c9vjV5zLoR2MOXEnSnqE1BttpKlK8v-jgcVIEg.12hI0tNJHrbLfqkgyRTHoqac_wCgA8xbSQ-bbfBIWZkg.JPEG/%ED%9E%88%EB%8D%B0%EC%95%84%ED%82%A4.jpg?type=w1678,candidate,21049,T_ditu,35.664,24,0.972,1.13,girlswar_merged_extracted/extracted/unity/bundles/b_7e20716a1848baa0/images/T/-7592403483454860029_T_ditu_21049.png
2292028,소녀전쟁 | 콘스탄틴 원화 ,콘스탄틴 원화,20230629170719,https://game.naver.com/lounge/girlwars/board/detail/2292028,https://nng-phinf.pstatic.net/MjAyMzA2MjlfMjU2/MDAxNjg4MDIzMjkzODA0.61IOIVrVr4cPz_Hfos_EJ9i0eKtjVZz7lJVMeniSHx0g.0uTuhB6nzxiSCZwnpIkcRA5gKvhKEnPBxhQx2JwBR3cg.JPEG/%EC%BD%98%EC%8A%A8%ED%83%84%ED%8B%B4.jpg?type=w1678,candidate,1030,T_ditu,38.297,24,1.1914,5.688,girlswar_merged_extracted/extracted/unity/bundles/b_27e5bf05e811601e/images/T/-2043653552232837244_T_ditu_1030.png
2292021,소녀전쟁 | 핫토리 한조 원화,핫토리 한조 원화,20230629170639,https://game.naver.com/lounge/girlwars/board/detail/2292021,https://nng-phinf.pstatic.net/MjAyMzA2MjlfMjg0/MDAxNjg4MDIzNzgxNjMw._n7OEmXVSHWVSRnLqqV6iV6iF3aBUXg3lGG2jefiDxkg.1GP34zM71_PszYwyFv9iDWnx2In5pNcpNRr0Sh8EKIcg.PNG/%ED%95%9C%EC%A1%B0.png?type=w1678,candidate,1036,T_ditu,38.042,26,1.0035,3.148,girlswar_merged_extracted/extracted/unity/bundles/b_2516176d6c2b7cc4/images/T/8836626965277414394_T_ditu_1036.png
2292011,소녀전쟁 | 산타 원화,산타 원화,20230629170543,https://game.naver.com/lounge/girlwars/board/detail/2292011,https://nng-phinf.pstatic.net/MjAyMzA2MjlfODkg/MDAxNjg4MDIzMDIzNTMy.Rx5-PmWcG_0g_obiMmhJqLIdHkK-MmTinkkbtfCTbUIg.wpnkvOJBoalWoRZrqZnbdSNwSs2heajqVhmdm1RQK5og.JPEG/%EC%82%B0%ED%83%80.jpg?type=w1678,candidate,1062,Painting,36.667,28,0.5972,0.474,girlswar_merged_extracted/extracted/unity/bundles/b_eed7f0324c476cf2/images/T/5659871538832641374_Painting_1062.png
2291981,소녀전쟁 | 클레오파트라 원화,클레오파트라 원화,20230629170107,https://game.naver.com/lounge/girlwars/board/detail/2291981,https://nng-phinf.pstatic.net/MjAyMzA2MjlfMjQ5/MDAxNjg4MDIzNDczOTAx.A8Hm7pJ_qtAF9F23yNLQaZe94I6Ex6Fgm8U3-vcnXdwg.RA0_-OC_KCzBPNYTLBabYsXM6TZ6ujPcacuVLfFYwXcg.JPEG/%ED%81%B4%EB%A0%88%EC%98%A4%ED%8C%8C%ED%8A%B8%EB%9D%BC.jpg?type=w1678,candidate,21104,T_ditu,39.75,26,1.1458,0.826,girlswar_merged_extracted/extracted/unity/bundles/b_c361fd7a56a20690/images/T/6400745146473715459_T_ditu_marry_21104.png
2291967,소녀전쟁 | 무사시보 벤케이 원화,무사시보 벤케이 원화,20230629170031,https://game.naver.com/lounge/girlwars/board/detail/2291967,https://nng-phinf.pstatic.net/MjAyMzA2MjlfMjUg/MDAxNjg4MDIyNTQzMzI3.Ap_2bPro_ThUGTHvucXzTvRi0FdPvAh_ILmHnBygaI8g.N9aw-Q9qZfc_nt_6rUR5w5xA-mWg5keF5H2vJcdAAOEg.PNG/%EB%B2%A4%EC%BC%80%EC%9D%B4.png?type=w1678,candidate,1023,Painting,35.883,20,1.1986,0.539,girlswar_merged_extracted/extracted/unity/bundles/b_255f3c2f548b9c6d/images/T/-5554427888751492379_Painting_1023.png
2274465,소녀전쟁 | 이시다 미츠나리 원화,이시다 미츠나리 원화,20230627153744,https://game.naver.com/lounge/girlwars/board/detail/2274465,https://nng-phinf.pstatic.net/MjAyMzA2MjdfMjMx/MDAxNjg3ODQ3NzMzODQz.qXtbnC_SuUEoBof0gjpej7aqgrZLQOShMpY6YxZiUn0g.EpVOwJwuGx3xr3VyWJnF4I-qORIVPVSJy3qiqjOOr58g.JPEG/%EB%AF%B8%EC%B8%A0%EB%82%98%EB%A6%AC.jpg?type=w1678,candidate,21073,T_ditu,36.161,22,1.1801,1.122,girlswar_merged_extracted/extracted/unity/bundles/b_a53cf1eed174ee8d/images/T/8894760407326113565_T_ditu_21073.png
2274434,소녀전쟁 | 메이린 원화,메이린 원화,20230627153422,https://game.naver.com/lounge/girlwars/board/detail/2274434,https://nng-phinf.pstatic.net/MjAyMzA2MjdfMTA5/MDAxNjg3ODQ3NTk1NDA3.s3-MCd6GUrUF1EEoQVIAsClhsv24Hyht1EIGMnPV95sg.VngwS-LFc7oHMPbdJX81T_HFJXOyCrw_EJFVc8fgTOsg.JPEG/%EB%A9%94%EC%9D%B4%EB%A6%B0.jpg?type=w1678,candidate,1039,T_ditu,36.94,28,0.745,1.081,girlswar_merged_extracted/extracted/unity/bundles/b_877b6659dcce2bf6/images/T/-1127199326160469639_T_ditu_1039.png
2274409,소녀전쟁 | 다치바나 긴치요 원화,다치바나 긴치요 원화,20230627153123,https://game.naver.com/lounge/girlwars/board/detail/2274409,https://nng-phinf.pstatic.net/MjAyMzA1MjRfNjEg/MDAxNjg0OTA3MDI4MjMz.9Eo_39wWpT6Xq4hKrAyCfVuThyBlQtsnM9laHwgF6ewg.KzxNYrEbN1PEjpjUFHhxeS2ga6KF3WLVeFtmFNKj_2Yg.JPEG/%EB%8B%A4%EC%B9%98%EB%B0%94%EB%82%98_%EA%B8%B4%EC%B9%98%EC%9A%94.jpg?type=w1678,candidate,1031,T_ditu,35.182,24,0.9319,0.654,girlswar_merged_extracted/extracted/unity/bundles/b_8d2dadb3f0605ac5/images/T/-5790108562045155408_T_ditu_marry_1031.png
2274403,소녀전쟁 | 다치바나 도세츠 원화,다치바나 도세츠 원화,20230627153051,https://game.naver.com/lounge/girlwars/board/detail/2274403,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjg5/MDAxNjg0OTA3MTA1MzUx.41Hw37VRALFrgBOlifyCbzf_VnJvBubbjEdmekliTtMg.68o7FTGbjD8YeqiekDhuoy6kWQ-ANiBxoklQAouNqMIg.JPEG/%EB%8B%A4%EC%B9%98%EB%B0%94%EB%82%98_%EB%8F%84%EC%84%B8%EC%B8%A0.jpg?type=w1678,candidate,1027,T_ditu,41.214,24,1.4345,0.336,girlswar_merged_extracted/extracted/unity/bundles/b_f138e791e4332b7c/images/T/8629204549911024654_T_ditu_1027.png
2274393,소녀전쟁 | 사이토 기쵸 원화,사이토 기쵸 원화,20230627152940,https://game.naver.com/lounge/girlwars/board/detail/2274393,https://nng-phinf.pstatic.net/MjAyMzA2MjdfMTgw/MDAxNjg3ODQ3Mjk5NjQ1.jrgEQS3l-pMLGJjOn2vZ2GFAuhKK3zXiOMpWwlz_YM0g.3ZFqI4Gze9PSIZT5qVKAiKlJd-9MZNz9rhC5dNe0wXQg.JPEG/%EC%82%AC%EC%9D%B4%ED%86%A0%EA%B8%B0%EC%B5%B8.jpg?type=w1678,candidate,1048,T_ditu,42.279,24,1.5232,3.956,girlswar_merged_extracted/extracted/unity/bundles/b_452f02570fddc008/images/T/-6408286858508151800_T_ditu_1048.png
2274375,소녀전쟁 | 레오니다스 원화,레오니다스 원화,20230627152725,https://game.naver.com/lounge/girlwars/board/detail/2274375,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTU3/MDAxNjg0OTA3OTg1NjYy.XPHK7q5Y_MM5PYjVvV7SHbGMipwGK13ZxKoI8SRsXN8g.Nss_P9VwY5sUxDZ-0FBWKDJz6Bu99uXPZ7quE0YHXiAg.JPEG/%EB%A0%88%EC%98%A4%EB%8B%88%EB%8B%A4%EC%8A%A4.jpg?type=w1678,candidate,1019,T_ditu,33.62,20,1.135,3.583,girlswar_merged_extracted/extracted/unity/bundles/b_b105a3462c5b6434/images/T/4649711350267882192_T_ditu_1019.png
2274359,소녀전쟁 | 다테 마사무네 원화,다테 마사무네 원화,20230627152607,https://game.naver.com/lounge/girlwars/board/detail/2274359,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjA1/MDAxNjg0OTA3NjM0MTQx.EkLp500GUNfVATiMqoWMDo_Jrwb8sFcOxXAr_6nCE-Ag._dbY6809jyaEv5t9t1-DGrT3aijg_aL-TtmDCU1yYsMg.JPEG/%EB%A7%88%EC%82%AC%EB%AC%B4%EB%84%A4.jpg?type=w1678,candidate,1013,T_ditu,37.062,24,1.0885,0.443,girlswar_merged_extracted/extracted/unity/bundles/b_c85cc1cd0d16d65a/images/T/-855995676461250147_T_ditu_1013.png
2274352,소녀전쟁 | 모드레드 원화,모드레드 원화,20230627152528,https://game.naver.com/lounge/girlwars/board/detail/2274352,https://nng-phinf.pstatic.net/MjAyMzA1MjRfOTMg/MDAxNjg0OTA3Mjk0OTgx.few0_NbiPZ-hh_eM0t4jU1-yAJzcw6rDEOcW06tO3OUg.dlvJCB2VfoAidJ8BydDWzQkbunGFzzGAkGVpFwlLwNwg.JPEG/%EB%AA%A8%EB%93%9C%EB%A0%88%EB%93%9C.jpg?type=w1678,candidate,21044,T_ditu,37.669,24,1.1391,0.865,girlswar_merged_extracted/extracted/unity/bundles/b_5883cd0da98abe66/images/T/1530649197991374555_T_ditu_21044.png
2038484,소녀전쟁 | 카이사르 원화,카이사르 원화,20230528124616,https://game.naver.com/lounge/girlwars/board/detail/2038484,https://nng-phinf.pstatic.net/MjAyMzA1MjVfOTgg/MDAxNjg0OTkzMjg0ODE4.rSBo0VNs0-sFZpWJCo5MOLJkdYZFPrD1KPahE8gQIuIg.0baPVtHomBZuU9k9Y7E3YWQXPkhqEU_Q1ITxpraw0nAg.JPEG/%EC%B9%B4%EC%9D%B4%EC%82%AC%EB%A5%B4.jpg?type=w1678,candidate,1008,Painting,35.615,24,0.8429,0.474,girlswar_merged_extracted/extracted/unity/bundles/b_255f3c2f548b9c6d/images/T/-8643402310949154556_Painting_1008.png
2038479,소녀전쟁 | 타이라노 키요모리 원화,타이라노 키요모리 원화,20230528124510,https://game.naver.com/lounge/girlwars/board/detail/2038479,https://nng-phinf.pstatic.net/MjAyMzA1MjVfMjIg/MDAxNjg0OTkzMzYxODQx.qdWAnx5Od5bukMppKlkUOAuNA26Ke06gHOVTQGVYOmQg.lILFiOPH_ppfQ9rAt-p-mc3V9l8Qo3fTRaXhidMCuakg.JPEG/%ED%82%A4%EC%9A%94%EB%AA%A8%EB%A6%AC.jpg?type=w1678,candidate,1039,T_ditu,30.477,20,0.873,4.164,girlswar_merged_extracted/extracted/unity/bundles/b_877b6659dcce2bf6/images/T/-1127199326160469639_T_ditu_1039.png
2038476,소녀전쟁 | 제갈공명 원화,제갈공명 원화,20230528124405,https://game.naver.com/lounge/girlwars/board/detail/2038476,https://nng-phinf.pstatic.net/MjAyMzA1MjRfOTEg/MDAxNjg0OTA4OTc4OTU0.uS8eYSeRUGjvIZTcbHhtnc0NGVYVsChxDOqrOG6qAJ0g.DdSQTR3JPwENwGnKt4ezRuKq4YXRFPmVbgYptLM7gTEg.PNG/%EC%A0%9C%EA%B0%88%EA%B3%B5%EB%AA%85.png?type=w1678,candidate,21041,T_ditu,40.102,20,1.6751,1.69,girlswar_merged_extracted/extracted/unity/bundles/b_ec4d37c78f98b66d/images/T/386745750109913269_T_ditu_21041.png
2038470,소녀전쟁 | 혼다 타다카츠 원화,혼다 타다카츠 원화,20230528124314,https://game.naver.com/lounge/girlwars/board/detail/2038470,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMzgg/MDAxNjg0OTA5ODIzNzM4.0c73ZT7bLX7vQIxm8ePCwHuXJVBLRGsZetWVBw8cW-Eg.QTab5_GbpaSJbYzoh7mieobiJflNxi84MvQjp-5VCFsg.JPEG/%ED%98%BC%EB%8B%A4%ED%83%80%EB%8B%A4%EC%B9%B4%EC%B8%A0.jpg?type=w1678,candidate,1058,Painting,38.086,22,1.2155,0.846,girlswar_merged_extracted/extracted/unity/bundles/b_ec97ae1e506f9dfa/images/T/7095583901615697856_Painting_1058.png
2038466,소녀전쟁 | 미나모토노 요시츠네 원화,미나모토노 요시츠네 원화,20230528124216,https://game.naver.com/lounge/girlwars/board/detail/2038466,https://nng-phinf.pstatic.net/MjAyMzA1MjRfNCAg/MDAxNjg0OTA3NTQ1NDM5.o6UhiW7NAJJIs8xx1kp3WLzZlwJuVrWmzRFZ9dSlvBYg.KL6qZ1rTiUePp-agrPt5SyCunFWy9E8qtS-_xr4YFt0g.JPEG/%EC%9A%94%EC%8B%9C%EC%B8%A0%EB%84%A4.jpg?type=w1678,candidate,1019,T_ditu,35.617,22,1.1348,1.714,girlswar_merged_extracted/extracted/unity/bundles/b_b105a3462c5b6434/images/T/4649711350267882192_T_ditu_1019.png
2038463,소녀전쟁 | 조자룡 원화,조자룡 원화,20230528124129,https://game.naver.com/lounge/girlwars/board/detail/2038463,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTg2/MDAxNjg0OTA5MDc0OTYx.VitQHNUBht83KNhnb4RQR0RTgxm9zT1ZBzHmFSqxykog.7eS_x3UkI8C-sNbMK5srhPp4-CrDU-U9UAJe6yPfiwMg.JPEG/%EC%A1%B0%EC%9E%90%EB%A3%A1.jpg?type=w1678,candidate,31119,T_ditu,40.76,22,1.5634,0.06,girlswar_merged_extracted/extracted/unity/bundles/b_4dee470f0eee7395/images/T/2604833789599639351_T_ditu_31119.png
2038462,소녀전쟁 | 모리 모토나리 원화,모리 모토나리 원화,20230528124049,https://game.naver.com/lounge/girlwars/board/detail/2038462,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTk0/MDAxNjg0OTA4ODY4NDEx.NZUOIVdF28A3v5ZmmjJlAXiK419zDAmHivHDSc8yIqgg.wweEpWVli9-bD5C1YsF-GSBQ7dC4tGib-aT7pTHyKAcg.JPEG/%EB%AA%A8%EB%A6%AC%EB%AA%A8%ED%86%A0%EB%82%98%EB%A6%AC.jpg?type=w1678,candidate,1050,T_ditu,39.708,24,1.309,0.331,girlswar_merged_extracted/extracted/unity/bundles/b_bd58262c7ac2e7a4/images/T/-423912775786959909_T_ditu_1050.png
2038457,소녀전쟁 | 주유 원화,주유 원화,20230528124000,https://game.naver.com/lounge/girlwars/board/detail/2038457,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjM0/MDAxNjg0OTA5NTM4MDE0.u0gDLVCjRB8cYDAlughJ17DUQ-VMbyUFqtbGjOdlO0Qg.-fOdPnsAJeFz-Gx5JHBCcwXMqNGToud-PFUr-yAF4x0g.JPEG/%EC%A3%BC%EC%9C%A0.jpg?type=w1678,candidate,1061,T_ditu,34.583,20,1.2153,7.174,girlswar_merged_extracted/extracted/unity/bundles/b_36a71ed58e0a41b2/images/T/3242216544046592640_T_ditu_1061.png
2038455,소녀전쟁 | 지크프리트 원화,지크프리트 원화,20230528123916,https://game.naver.com/lounge/girlwars/board/detail/2038455,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTUz/MDAxNjg0OTA5ODQ0NjAw.G4X59Cll3z0nzG6GcKk9CytYvSN_3Oi0sLCJyvpPXSYg.XURd0vqL_LmYkSpOuLWrq5t78TYsfnWlEWP5rI3-f40g.JPEG/%EC%A7%80%ED%81%AC%ED%94%84%EB%A6%AC%ED%8A%B8_.jpg?type=w1678,candidate,1059,T_ditu,41.401,24,1.4501,1.089,girlswar_merged_extracted/extracted/unity/bundles/b_02867b620c95eeaa/images/T/-1534897939735413883_T_ditu_1059.png
2038451,소녀전쟁 | 도쿠가와 이에야스 원화,도쿠가와 이에야스 원화,20230528123840,https://game.naver.com/lounge/girlwars/board/detail/2038451,https://nng-phinf.pstatic.net/MjAyMzA1MjRfNzQg/MDAxNjg0OTA4NzM2NzIy.l0tNcJ3d0wGWH2ZztzpW6IArBXIviYpP56-0ZXneGTAg.UUzlcLPbY7z9hA16y0UyXgUDfNwwkQHDEnt_A0aV2HEg.JPEG/%EC%9D%B4%EC%97%90%EC%95%BC%EC%8A%A4.jpg?type=w1678,candidate,31108,T_ditu,37.677,20,1.4731,2.299,girlswar_merged_extracted/extracted/unity/bundles/b_cf5834cce51ecd08/images/T/-4510238535055420212_T_ditu_31108.png
2025152,소녀전쟁 | 나오에 카네츠쿠 원화,나오에 카네츠쿠 원화,20230524202409,https://game.naver.com/lounge/girlwars/board/detail/2025152,https://nng-phinf.pstatic.net/MjAyMzA1MjRfODQg/MDAxNjg0OTA3NDYwNzk1.JBQQarsoK8ahrJNBD2LMtg1J69JHExyCYM51S4emPIkg.QSNDOHxTvUePMLXTwtAhLoPVJBKXe_etip630BG0izAg.JPEG/%EC%B9%B4%EB%84%A4%EC%B8%A0%EC%BF%A0.jpg?type=w1678,candidate,21080,T_ditu,35.062,24,0.9219,1.305,girlswar_merged_extracted/extracted/unity/bundles/b_c6f7bdf6262621a0/images/T/8745817582369025896_T_ditu_21080.png
2025018,소녀전쟁 | 이나히메 원화,이나히메 원화,20230524195326,https://game.naver.com/lounge/girlwars/board/detail/2025018,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjcw/MDAxNjg0OTA3ODMyNDI4.mBauVWfTaTBFlTSC2St8IQiar1CLe024G8dVR6u_xqEg.mxlngZ9HeCKLxS-2aKrJxjs_KruLeJY85vebkBOeVtYg.JPEG/%EC%9D%B4%EB%82%98%ED%9E%88%EB%A9%94.jpg?type=w1678,candidate,1026,T_ditu,32.091,20,1.0076,4.43,girlswar_merged_extracted/extracted/unity/bundles/b_bdb118e468398b08/images/T/-3292940428663184569_T_ditu_1026.png
2025013,소녀전쟁 | 세미라미스 원화,세미라미스 원화,20230524195233,https://game.naver.com/lounge/girlwars/board/detail/2025013,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMzgg/MDAxNjg0OTA3MzcyNDgx._hpN39_WjG_7veI__IlF-Wu0XAj1SYGVjCvgWvAtlxkg.4NScrKvYM-WVcyugBNIFFmXpMuYRKcILy_x2dD83oE4g.JPEG/%EC%84%B8%EB%AF%B8%EB%9D%BC%EB%AF%B8%EC%8A%A4.jpg?type=w1678,candidate,31111,T_ditu,35.898,24,0.9915,1.625,girlswar_merged_extracted/extracted/unity/bundles/b_21aedf94e9958bc4/images/T/7608175649476763380_T_ditu_31111.png
2025003,소녀전쟁 | 다케다 신겐 원화,다케다 신겐 원화,20230524195138,https://game.naver.com/lounge/girlwars/board/detail/2025003,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjYz/MDAxNjg0OTA3NzcwMjU5.pOiQGiJpRCNl9tnm45lVlOwztEMRxaZTbxN-rEXVN2Mg.Nc38US4VP7z1qJrxos5pAgEuWyf10LTxSwSPNLi6wnwg.PNG/%EC%8B%A0%EA%B2%90.png?type=w1678,candidate,1039,T_ditu,37.159,24,1.0966,3.346,girlswar_merged_extracted/extracted/unity/bundles/b_877b6659dcce2bf6/images/T/-1127199326160469639_T_ditu_1039.png
2024991,소녀전쟁 | 예카테리나 원화,예카테리나 원화,20230524194815,https://game.naver.com/lounge/girlwars/board/detail/2024991,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjMy/MDAxNjg0OTA3MjI5ODEz.0eeb0r_z-rnOUpb-XEJhNovKf-rvgSKxvcnne0Ogclcg.-TidClqvNFGxMOGGs4M-Q5uKovmLphpGlHo7vAtHO2Ag.PNG/%EC%98%88%EC%B9%B4%ED%85%8C%EB%A6%AC%EB%82%98.png?type=w1678,candidate,1050,T_ditu,42.523,26,1.377,1.039,girlswar_merged_extracted/extracted/unity/bundles/b_bd58262c7ac2e7a4/images/T/-423912775786959909_T_ditu_1050.png
2024986,소녀전쟁 | 나폴레옹 원화,나폴레옹 원화,20230524194743,https://game.naver.com/lounge/girlwars/board/detail/2024986,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjk1/MDAxNjg0OTA2OTQ2OTI0.qVBtepUiNJuYTj_8QFgzoCh4B-QlCmitmDlq3KvtA2og.4f1YbYOxBDIcUdeav-xjXAJ7QKZ2Allw9AC4zntzlcwg.PNG/%EB%82%98%ED%8F%B4%EB%A0%88%EC%98%B9.png?type=w1678,candidate,1013,T_ditu,34.344,24,0.862,5.474,girlswar_merged_extracted/extracted/unity/bundles/b_c85cc1cd0d16d65a/images/T/-855995676461250147_T_ditu_1013.png
2024985,소녀전쟁 | 우에스기 겐신 원화,우에스기 겐신 원화,20230524194623,https://game.naver.com/lounge/girlwars/board/detail/2024985,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTIx/MDAxNjg0OTA2ODU4MDU4.9QrTK7hCkCouH1kKaJSzGwUoolUU4hRdVEC-8TmfgZ4g.P-5K_M84Y1hzdnh5C27X_25WBJm0hAlkMJbwCVv9EoUg.PNG/%EA%B2%90%EC%8B%A0.png?type=w1678,candidate,1041,T_ditu,36.016,22,1.168,2.206,girlswar_merged_extracted/extracted/unity/bundles/b_80164d47ae50026f/images/T/-2306369352189120406_T_ditu_1041.png
2024977,소녀전쟁 | 오다 노부나가 원화,오다 노부나가 원화,20230524194505,https://game.naver.com/lounge/girlwars/board/detail/2024977,https://nng-phinf.pstatic.net/MjAyMzA1MjRfOTkg/MDAxNjg0OTA2NzM3NjQ2.5LG8h7GUBaih2ve0UW_VtIrkgxCjKtthhnp0ENsEdp8g.qRDzK59kImIqNvcNFPP-UJMG2cIxfxdvCdFJedSvjhQg.JPEG/%EC%98%A4%EB%8B%A4_%EB%85%B8%EB%B6%80%EB%82%98%EA%B0%80.jpg?type=w1678,candidate,1005,Painting,43.737,20,1.8531,0.286,girlswar_merged_extracted/extracted/unity/bundles/b_a47980c73bab4250/images/T/-1388925835232960436_Painting_1005.png
2024973,소녀전쟁 | 엘리자베스﻿ 원화,엘리자베스﻿ 원화,20230524194430,https://game.naver.com/lounge/girlwars/board/detail/2024973,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjQw/MDAxNjg0OTA2NjQyMjUw.HktOCZTg6_Iz-14qtX7qi0honb0ZVO-slDPxpMqtj9Ig.xaiJyqx6V-6H5Mmkr1zYIVccgDeD1LNM8Ou4uxndDPEg.JPEG/%EC%97%98%EB%A6%AC%EC%9E%90%EB%B2%A0%EC%8A%A4.jpg?type=w1678,medium,21104,T_ditu,29.016,14,1.2513,6.779,girlswar_merged_extracted/extracted/unity/bundles/b_c361fd7a56a20690/images/T/6400745146473715459_T_ditu_marry_21104.png
2024970,소녀전쟁 | 옥타비아누스 원화,옥타비아누스 원화,20230524194337,https://game.naver.com/lounge/girlwars/board/detail/2024970,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjA4/MDAxNjg0ODk4MjA2Mjgx.teGfzKeBtzqqH6hIhzHhH05xMr0m0_KZUNbUhDcij9Yg.pSDoALeli4haB7MoJchA55LhOBjqQ3QJyfGJsnUfyX0g.PNG/%EC%98%A5%ED%83%80%EB%B9%84%EC%95%84%EB%88%84%EC%8A%A4.png?type=w1678,candidate,1064,T_ditu,29.898,20,0.8249,5.919,girlswar_merged_extracted/extracted/unity/bundles/b_848790ddd340563c/images/T/5499165403378118773_T_ditu_1064.png
2024967,소녀전쟁 | 사루토비 사스케 원화,사루토비 사스케 원화,20230524194213,https://game.naver.com/lounge/girlwars/board/detail/2024967,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTQw/MDAxNjg0ODk3NjU0MTIw.BvA6DdlenLLHfBRh7kVOC6qGhYYmu6kgayhK9SL67Csg.rEGYACQNNMGYT3J_vF9VPBL1HoSsMDg3qaLsnbAIz0kg.JPEG/%EC%82%AC%EC%8A%A4%EC%BC%80.jpg?type=w1678,candidate,21049,T_ditu,37.878,24,1.1565,0.435,girlswar_merged_extracted/extracted/unity/bundles/b_7e20716a1848baa0/images/T/-7592403483454860029_T_ditu_21049.png
2024962,소녀전쟁 | 미츠히데 원화,미츠히데 원화,20230524194122,https://game.naver.com/lounge/girlwars/board/detail/2024962,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTUg/MDAxNjg0ODk4Mjg4MDQw.Y7rsUfbmG9dwFgnP5UKTEzjtCZ4ZMtZPOlWK2lmMlqQg.d0hGSeWOALCWYggqTwk97iIXLvNpTfHpED7emyr9hbQg.PNG/%EB%AF%B8%EC%B8%A0%ED%9E%88%EB%8D%B0.png?type=w1678,candidate,1052,Painting,39.089,24,1.1324,2.581,girlswar_merged_extracted/extracted/unity/bundles/b_25bab7291407c37a/images/T/-5336236545053475341_Painting_1052.png
2024959,소녀전쟁 | 비스마르크 원화,비스마르크 원화,20230524194049,https://game.naver.com/lounge/girlwars/board/detail/2024959,https://nng-phinf.pstatic.net/MjAyMzA1MjRfNzIg/MDAxNjg0ODk3NTczNjQz.LsbpzqU4KRwRtLIpYBqq5asgBe4IW4fe97pJzzB6zAsg.hwKtyMFDB-itXPz47RVP2NtE41Z3ram3OBpC7fqx-uIg.PNG/%EB%B9%84%EC%8A%A4%EB%A7%88%EB%A5%B4%ED%81%AC.png?type=w1678,candidate,1060,Painting,37.182,22,1.1402,2.617,girlswar_merged_extracted/extracted/unity/bundles/b_1fd01d77dc2c2e53/images/T/-1692406252883437756_Painting_1060.png
