feedId,title,artName,titleName,canonicalName,createdDate,articleUrl,imageUrl,requestedVariant,matchStatus,matchConfidence,matchedActorId,matchedNameKo,matchedVariant,nameCandidateIds,matchedKind,matchedLocalPath,headImage,cardImage,paintingImage,battleActorBundle,battleActorBundleExists,nameEvidence,visualMatchStatus,visualBestActorId,visualBestKind,visualBestScore,visualPhashDistance,visualHistDistance,visualScoreGap,visualBestLocalPath
2038462,소녀전쟁 | 모리 모토나리 원화,모리 모토나리 원화,모리 모토나리,모리 모토나리,20230528124049,https://game.naver.com/lounge/girlwars/board/detail/2038462,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTk0/MDAxNjg0OTA4ODY4NDEx.NZUOIVdF28A3v5ZmmjJlAXiK419zDAmHivHDSc8yIqgg.wweEpWVli9-bD5C1YsF-GSBQ7dC4tGib-aT7pTHyKAcg.JPEG/%EB%AA%A8%EB%A6%AC%EB%AA%A8%ED%86%A0%EB%82%98%EB%A6%AC.jpg?type=w1678,base,title_exact,strong,1018,모리 모토나리,base,1018,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_786c07b9aba1cc79/images/T/-1523071357300023833_Painting_1018.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-205913501194365968_head1018.png,girlswar_merged_extracted/extracted/unity/bundles/b_786c07b9aba1cc79/images/S/796743754442239072_noalphabg_Tujian_1018.png,girlswar_merged_extracted/extracted/unity/bundles/b_786c07b9aba1cc79/images/T/-1523071357300023833_Painting_1018.png,download/roleprefabsandres/battleprefabandres/1018.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1050,T_ditu,39.708,24,1.309,0.331,girlswar_merged_extracted/extracted/unity/bundles/b_bd58262c7ac2e7a4/images/T/-423912775786959909_T_ditu_1050.png
2038457,소녀전쟁 | 주유 원화,주유 원화,주유,주유,20230528124000,https://game.naver.com/lounge/girlwars/board/detail/2038457,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjM0/MDAxNjg0OTA5NTM4MDE0.u0gDLVCjRB8cYDAlughJ17DUQ-VMbyUFqtbGjOdlO0Qg.-fOdPnsAJeFz-Gx5JHBCcwXMqNGToud-PFUr-yAF4x0g.JPEG/%EC%A3%BC%EC%9C%A0.jpg?type=w1678,base,title_exact,strong,1035,주유,base,1035,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_a754b94292c923a5/images/T/7656177228782713229_Painting_1035.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-8922551766513907846_head1035.png,girlswar_merged_extracted/extracted/unity/bundles/b_a754b94292c923a5/images/S/-315199240204045957_noalphabg_Tujian_1035.png,girlswar_merged_extracted/extracted/unity/bundles/b_a754b94292c923a5/images/T/7656177228782713229_Painting_1035.png,download/roleprefabsandres/battleprefabandres/1035.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1061,T_ditu,34.583,20,1.2153,7.174,girlswar_merged_extracted/extracted/unity/bundles/b_36a71ed58e0a41b2/images/T/3242216544046592640_T_ditu_1061.png
2038455,소녀전쟁 | 지크프리트 원화,지크프리트 원화,지크프리트,지크프리트,20230528123916,https://game.naver.com/lounge/girlwars/board/detail/2038455,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTUz/MDAxNjg0OTA5ODQ0NjAw.G4X59Cll3z0nzG6GcKk9CytYvSN_3Oi0sLCJyvpPXSYg.XURd0vqL_LmYkSpOuLWrq5t78TYsfnWlEWP5rI3-f40g.JPEG/%EC%A7%80%ED%81%AC%ED%94%84%EB%A6%AC%ED%8A%B8_.jpg?type=w1678,base,title_exact,strong,1042,지크프리트,base,1042,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_760c09143bc33162/images/T/-6419032929140290448_1042.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-6309194431782941030_head1042.png,,girlswar_merged_extracted/extracted/unity/bundles/b_760c09143bc33162/images/T/-6419032929140290448_1042.png,download/roleprefabsandres/battleprefabandres/1042.assetbundle,False,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1059,T_ditu,41.401,24,1.4501,1.089,girlswar_merged_extracted/extracted/unity/bundles/b_02867b620c95eeaa/images/T/-1534897939735413883_T_ditu_1059.png
2038451,소녀전쟁 | 도쿠가와 이에야스 원화,도쿠가와 이에야스 원화,도쿠가와 이에야스,도쿠가와 이에야스,20230528123840,https://game.naver.com/lounge/girlwars/board/detail/2038451,https://nng-phinf.pstatic.net/MjAyMzA1MjRfNzQg/MDAxNjg0OTA4NzM2NzIy.l0tNcJ3d0wGWH2ZztzpW6IArBXIviYpP56-0ZXneGTAg.UUzlcLPbY7z9hA16y0UyXgUDfNwwkQHDEnt_A0aV2HEg.JPEG/%EC%9D%B4%EC%97%90%EC%95%BC%EC%8A%A4.jpg?type=w1678,base,title_exact,strong,1023,도쿠가와 이에야스,base,1023,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_728ad46b730fae9b/images/T/6186408371455398390_Painting_1023.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-2107425360874725368_head1023.png,girlswar_merged_extracted/extracted/unity/bundles/b_728ad46b730fae9b/images/T/3359525027673009809_noalphabg_Tujian_1023.png,girlswar_merged_extracted/extracted/unity/bundles/b_728ad46b730fae9b/images/T/6186408371455398390_Painting_1023.png,download/roleprefabsandres/battleprefabandres/1023.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,31108,T_ditu,37.677,20,1.4731,2.299,girlswar_merged_extracted/extracted/unity/bundles/b_cf5834cce51ecd08/images/T/-4510238535055420212_T_ditu_31108.png
2025152,소녀전쟁 | 나오에 카네츠쿠 원화,나오에 카네츠쿠 원화,나오에 카네츠쿠,나오에 카네츠쿠,20230524202409,https://game.naver.com/lounge/girlwars/board/detail/2025152,https://nng-phinf.pstatic.net/MjAyMzA1MjRfODQg/MDAxNjg0OTA3NDYwNzk1.JBQQarsoK8ahrJNBD2LMtg1J69JHExyCYM51S4emPIkg.QSNDOHxTvUePMLXTwtAhLoPVJBKXe_etip630BG0izAg.JPEG/%EC%B9%B4%EB%84%A4%EC%B8%A0%EC%BF%A0.jpg?type=w1678,base,title_exact,strong,1014,나오에 카네츠쿠,base,1014,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_fb24cae34e8142f0/images/T/4767114743463761637_Painting_1014.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-5482544562111587057_head1014.png,girlswar_merged_extracted/extracted/unity/bundles/b_fb24cae34e8142f0/images/S/-387912962743906609_noalphabg_Tujian_1014.png,girlswar_merged_extracted/extracted/unity/bundles/b_fb24cae34e8142f0/images/T/4767114743463761637_Painting_1014.png,download/roleprefabsandres/battleprefabandres/1014.assetbundle,False,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,21080,T_ditu,35.062,24,0.9219,1.305,girlswar_merged_extracted/extracted/unity/bundles/b_c6f7bdf6262621a0/images/T/8745817582369025896_T_ditu_21080.png
2025018,소녀전쟁 | 이나히메 원화,이나히메 원화,이나히메,이나히메,20230524195326,https://game.naver.com/lounge/girlwars/board/detail/2025018,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjcw/MDAxNjg0OTA3ODMyNDI4.mBauVWfTaTBFlTSC2St8IQiar1CLe024G8dVR6u_xqEg.mxlngZ9HeCKLxS-2aKrJxjs_KruLeJY85vebkBOeVtYg.JPEG/%EC%9D%B4%EB%82%98%ED%9E%88%EB%A9%94.jpg?type=w1678,base,title_exact,strong,1013,이나히메,base,1013,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_12593e3e8e6e2472/images/T/-8397437530502836414_Painting_1013.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-4609804573229062445_head1013.png,girlswar_merged_extracted/extracted/unity/bundles/b_12593e3e8e6e2472/images/S/-5850452956245370720_noalphabg_Tujian_1013.png,girlswar_merged_extracted/extracted/unity/bundles/b_12593e3e8e6e2472/images/T/-8397437530502836414_Painting_1013.png,download/roleprefabsandres/battleprefabandres/1013.assetbundle,False,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1026,T_ditu,32.091,20,1.0076,4.43,girlswar_merged_extracted/extracted/unity/bundles/b_bdb118e468398b08/images/T/-3292940428663184569_T_ditu_1026.png
2025013,소녀전쟁 | 세미라미스 원화,세미라미스 원화,세미라미스,세미라미스,20230524195233,https://game.naver.com/lounge/girlwars/board/detail/2025013,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMzgg/MDAxNjg0OTA3MzcyNDgx._hpN39_WjG_7veI__IlF-Wu0XAj1SYGVjCvgWvAtlxkg.4NScrKvYM-WVcyugBNIFFmXpMuYRKcILy_x2dD83oE4g.JPEG/%EC%84%B8%EB%AF%B8%EB%9D%BC%EB%AF%B8%EC%8A%A4.jpg?type=w1678,base,title_exact,strong,1010,세미라미스,base,1010,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_4b4c6b2bf25349c3/images/T/-9138262392885229816_Painting_1010.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-2155862227574749595_head1010.png,girlswar_merged_extracted/extracted/unity/bundles/b_4b4c6b2bf25349c3/images/S/-6071689529176577637_noalphabg_Tujian_1010.png,girlswar_merged_extracted/extracted/unity/bundles/b_4b4c6b2bf25349c3/images/T/-9138262392885229816_Painting_1010.png,download/roleprefabsandres/battleprefabandres/1010.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,31111,T_ditu,35.898,24,0.9915,1.625,girlswar_merged_extracted/extracted/unity/bundles/b_21aedf94e9958bc4/images/T/7608175649476763380_T_ditu_31111.png
2025003,소녀전쟁 | 다케다 신겐 원화,다케다 신겐 원화,다케다 신겐,다케다 신겐,20230524195138,https://game.naver.com/lounge/girlwars/board/detail/2025003,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjYz/MDAxNjg0OTA3NzcwMjU5.pOiQGiJpRCNl9tnm45lVlOwztEMRxaZTbxN-rEXVN2Mg.Nc38US4VP7z1qJrxos5pAgEuWyf10LTxSwSPNLi6wnwg.PNG/%EC%8B%A0%EA%B2%90.png?type=w1678,base,title_exact,strong,1021,다케다 신겐,base,1021,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_73b7165f5d052fab/images/T/6559007415011950285_Painting_1021.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/8279496497766695027_head1021.png,girlswar_merged_extracted/extracted/unity/bundles/b_73b7165f5d052fab/images/S/-3471995900113322287_noalphabg_Tujian_1021.png,girlswar_merged_extracted/extracted/unity/bundles/b_73b7165f5d052fab/images/T/6559007415011950285_Painting_1021.png,download/roleprefabsandres/battleprefabandres/1021.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1039,T_ditu,37.159,24,1.0966,3.346,girlswar_merged_extracted/extracted/unity/bundles/b_877b6659dcce2bf6/images/T/-1127199326160469639_T_ditu_1039.png
2024991,소녀전쟁 | 예카테리나 원화,예카테리나 원화,예카테리나,예카테리나,20230524194815,https://game.naver.com/lounge/girlwars/board/detail/2024991,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjMy/MDAxNjg0OTA3MjI5ODEz.0eeb0r_z-rnOUpb-XEJhNovKf-rvgSKxvcnne0Ogclcg.-TidClqvNFGxMOGGs4M-Q5uKovmLphpGlHo7vAtHO2Ag.PNG/%EC%98%88%EC%B9%B4%ED%85%8C%EB%A6%AC%EB%82%98.png?type=w1678,base,title_exact,strong,1015,예카테리나,base,1015|21015|31015,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_0b38505cd2a9537b/images/T/6920344894968110675_Painting_1015.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/3252016836722931526_head1015.png,girlswar_merged_extracted/extracted/unity/bundles/b_0b38505cd2a9537b/images/S/3883546805634221719_noalphabg_Tujian_1015.png,girlswar_merged_extracted/extracted/unity/bundles/b_0b38505cd2a9537b/images/T/6920344894968110675_Painting_1015.png,download/roleprefabsandres/battleprefabandres/1015.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1050,T_ditu,42.523,26,1.377,1.039,girlswar_merged_extracted/extracted/unity/bundles/b_bd58262c7ac2e7a4/images/T/-423912775786959909_T_ditu_1050.png
2024986,소녀전쟁 | 나폴레옹 원화,나폴레옹 원화,나폴레옹,나폴레옹,20230524194743,https://game.naver.com/lounge/girlwars/board/detail/2024986,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjk1/MDAxNjg0OTA2OTQ2OTI0.qVBtepUiNJuYTj_8QFgzoCh4B-QlCmitmDlq3KvtA2og.4f1YbYOxBDIcUdeav-xjXAJ7QKZ2Allw9AC4zntzlcwg.PNG/%EB%82%98%ED%8F%B4%EB%A0%88%EC%98%B9.png?type=w1678,base,title_exact,strong,1017,나폴레옹,base,1017,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_2b7da5bbf7c00333/images/T/-7149713645333893858_1017.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/4439982453679893334_head1017.png,,girlswar_merged_extracted/extracted/unity/bundles/b_2b7da5bbf7c00333/images/T/-7149713645333893858_1017.png,download/roleprefabsandres/battleprefabandres/1017.assetbundle,False,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1013,T_ditu,34.344,24,0.862,5.474,girlswar_merged_extracted/extracted/unity/bundles/b_c85cc1cd0d16d65a/images/T/-855995676461250147_T_ditu_1013.png
2024985,소녀전쟁 | 우에스기 겐신 원화,우에스기 겐신 원화,우에스기 겐신,우에스기 겐신,20230524194623,https://game.naver.com/lounge/girlwars/board/detail/2024985,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTIx/MDAxNjg0OTA2ODU4MDU4.9QrTK7hCkCouH1kKaJSzGwUoolUU4hRdVEC-8TmfgZ4g.P-5K_M84Y1hzdnh5C27X_25WBJm0hAlkMJbwCVv9EoUg.PNG/%EA%B2%90%EC%8B%A0.png?type=w1678,base,title_exact,strong,1022,우에스기 겐신,base,1022,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_ac3a8fa402d6627c/images/T/8967361819342153151_Painting_1022.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-6539819989307628929_head1022.png,girlswar_merged_extracted/extracted/unity/bundles/b_ac3a8fa402d6627c/images/S/-884936683073031979_noalphabg_Tujian_1022.png,girlswar_merged_extracted/extracted/unity/bundles/b_ac3a8fa402d6627c/images/T/8967361819342153151_Painting_1022.png,download/roleprefabsandres/battleprefabandres/1022.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1041,T_ditu,36.016,22,1.168,2.206,girlswar_merged_extracted/extracted/unity/bundles/b_80164d47ae50026f/images/T/-2306369352189120406_T_ditu_1041.png
2024977,소녀전쟁 | 오다 노부나가 원화,오다 노부나가 원화,오다 노부나가,오다 노부나가,20230524194505,https://game.naver.com/lounge/girlwars/board/detail/2024977,https://nng-phinf.pstatic.net/MjAyMzA1MjRfOTkg/MDAxNjg0OTA2NzM3NjQ2.5LG8h7GUBaih2ve0UW_VtIrkgxCjKtthhnp0ENsEdp8g.qRDzK59kImIqNvcNFPP-UJMG2cIxfxdvCdFJedSvjhQg.JPEG/%EC%98%A4%EB%8B%A4_%EB%85%B8%EB%B6%80%EB%82%98%EA%B0%80.jpg?type=w1678,base,title_exact,strong,1016,오다 노부나가,base,1016,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_f60663d1152f5032/images/T/5338068135786893745_1016.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/8068261861711622735_head1016.png,,girlswar_merged_extracted/extracted/unity/bundles/b_f60663d1152f5032/images/T/5338068135786893745_1016.png,download/roleprefabsandres/battleprefabandres/1016.assetbundle,False,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1005,Painting,43.737,20,1.8531,0.286,girlswar_merged_extracted/extracted/unity/bundles/b_a47980c73bab4250/images/T/-1388925835232960436_Painting_1005.png
2024973,소녀전쟁 | 엘리자베스﻿ 원화,엘리자베스﻿ 원화,엘리자베스,엘리자베스,20230524194430,https://game.naver.com/lounge/girlwars/board/detail/2024973,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjQw/MDAxNjg0OTA2NjQyMjUw.HktOCZTg6_Iz-14qtX7qi0honb0ZVO-slDPxpMqtj9Ig.xaiJyqx6V-6H5Mmkr1zYIVccgDeD1LNM8Ou4uxndDPEg.JPEG/%EC%97%98%EB%A6%AC%EC%9E%90%EB%B2%A0%EC%8A%A4.jpg?type=w1678,base,title_exact,strong,1033,엘리자베스,base,1033,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_28766e8ec87df2f3/images/T/-1751467278063984447_1033.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-1806647417130510022_head1033.png,,girlswar_merged_extracted/extracted/unity/bundles/b_28766e8ec87df2f3/images/T/-1751467278063984447_1033.png,download/roleprefabsandres/battleprefabandres/1033.assetbundle,False,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,medium,21104,T_ditu,29.016,14,1.2513,6.779,girlswar_merged_extracted/extracted/unity/bundles/b_c361fd7a56a20690/images/T/6400745146473715459_T_ditu_marry_21104.png
2024970,소녀전쟁 | 옥타비아누스 원화,옥타비아누스 원화,옥타비아누스,옥타비아누스,20230524194337,https://game.naver.com/lounge/girlwars/board/detail/2024970,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjA4/MDAxNjg0ODk4MjA2Mjgx.teGfzKeBtzqqH6hIhzHhH05xMr0m0_KZUNbUhDcij9Yg.pSDoALeli4haB7MoJchA55LhOBjqQ3QJyfGJsnUfyX0g.PNG/%EC%98%A5%ED%83%80%EB%B9%84%EC%95%84%EB%88%84%EC%8A%A4.png?type=w1678,base,title_exact,strong,1008,옥타비아누스,base,1008,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_5bbd4c446920eda4/images/T/998910774356826725_Painting_1008.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-6016372164841081108_head1008.png,girlswar_merged_extracted/extracted/unity/bundles/b_5bbd4c446920eda4/images/S/-7341751053329972403_noalphabg_Tujian_1008.png,girlswar_merged_extracted/extracted/unity/bundles/b_5bbd4c446920eda4/images/T/998910774356826725_Painting_1008.png,download/roleprefabsandres/battleprefabandres/1008.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1064,T_ditu,29.898,20,0.8249,5.919,girlswar_merged_extracted/extracted/unity/bundles/b_848790ddd340563c/images/T/5499165403378118773_T_ditu_1064.png
2024967,소녀전쟁 | 사루토비 사스케 원화,사루토비 사스케 원화,사루토비 사스케,사루토비 사스케,20230524194213,https://game.naver.com/lounge/girlwars/board/detail/2024967,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTQw/MDAxNjg0ODk3NjU0MTIw.BvA6DdlenLLHfBRh7kVOC6qGhYYmu6kgayhK9SL67Csg.rEGYACQNNMGYT3J_vF9VPBL1HoSsMDg3qaLsnbAIz0kg.JPEG/%EC%82%AC%EC%8A%A4%EC%BC%80.jpg?type=w1678,base,title_exact,strong,1009,사루토비 사스케,base,1009,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_a523c41f7c579b2d/images/T/-1394604809910889715_1009.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-5919616633363533051_head1009.png,,girlswar_merged_extracted/extracted/unity/bundles/b_a523c41f7c579b2d/images/T/-1394604809910889715_1009.png,download/roleprefabsandres/battleprefabandres/1009.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,21049,T_ditu,37.878,24,1.1565,0.435,girlswar_merged_extracted/extracted/unity/bundles/b_7e20716a1848baa0/images/T/-7592403483454860029_T_ditu_21049.png
2024962,소녀전쟁 | 미츠히데 원화,미츠히데 원화,미츠히데,아케치 미츠히데,20230524194122,https://game.naver.com/lounge/girlwars/board/detail/2024962,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTUg/MDAxNjg0ODk4Mjg4MDQw.Y7rsUfbmG9dwFgnP5UKTEzjtCZ4ZMtZPOlWK2lmMlqQg.d0hGSeWOALCWYggqTwk97iIXLvNpTfHpED7emyr9hbQg.PNG/%EB%AF%B8%EC%B8%A0%ED%9E%88%EB%8D%B0.png?type=w1678,base,title_alias,medium,1019,아케치 미츠히데,base,1019,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_b105a3462c5b6434/images/T/8067929478516375557_1019.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-5027644944588206291_head1019.png,,girlswar_merged_extracted/extracted/unity/bundles/b_b105a3462c5b6434/images/T/8067929478516375557_1019.png,download/roleprefabsandres/battleprefabandres/1019.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1052,Painting,39.089,24,1.1324,2.581,girlswar_merged_extracted/extracted/unity/bundles/b_25bab7291407c37a/images/T/-5336236545053475341_Painting_1052.png
2024959,소녀전쟁 | 비스마르크 원화,비스마르크 원화,비스마르크,비스마르크,20230524194049,https://game.naver.com/lounge/girlwars/board/detail/2024959,https://nng-phinf.pstatic.net/MjAyMzA1MjRfNzIg/MDAxNjg0ODk3NTczNjQz.LsbpzqU4KRwRtLIpYBqq5asgBe4IW4fe97pJzzB6zAsg.hwKtyMFDB-itXPz47RVP2NtE41Z3ram3OBpC7fqx-uIg.PNG/%EB%B9%84%EC%8A%A4%EB%A7%88%EB%A5%B4%ED%81%AC.png?type=w1678,base,title_exact,strong,1034,비스마르크,base,1034,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_0c6fb8dac016ed52/images/T/-8364604824140972729_Painting_1034.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/401204702686331365_head1034.png,girlswar_merged_extracted/extracted/unity/bundles/b_0c6fb8dac016ed52/images/S/4741580072358664040_noalphabg_Tujian_1034.png,girlswar_merged_extracted/extracted/unity/bundles/b_0c6fb8dac016ed52/images/T/-8364604824140972729_Painting_1034.png,download/roleprefabsandres/battleprefabandres/1034.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1060,Painting,37.182,22,1.1402,2.617,girlswar_merged_extracted/extracted/unity/bundles/b_1fd01d77dc2c2e53/images/T/-1692406252883437756_Painting_1060.png
2024954,소녀전쟁 | 마에다 케이지 원화,마에다 케이지 원화,마에다 케이지,마에다 케이지,20230524193956,https://game.naver.com/lounge/girlwars/board/detail/2024954,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMjk5/MDAxNjg0ODk3MzcwNDgy.enH78aHFqresRlvKFZ77QFOEadAkYBcQ_MkkuSk2K_sg.j-yi_HgBx-yJFr_y-iOmTy_pibZ0KKEwOoghRRTtVZQg.PNG/%EB%A7%88%EC%97%90%EB%8B%A4%EC%BC%80%EC%9D%B4%EC%A7%80.png?type=w1678,base,title_exact,strong,1007,마에다 케이지,base,1007,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_5a04f9d03fb42400/images/T/559298052789325053_1007.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-1086595787566369161_head1007.png,,girlswar_merged_extracted/extracted/unity/bundles/b_5a04f9d03fb42400/images/T/559298052789325053_1007.png,download/roleprefabsandres/battleprefabandres/1007.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1035,Painting,41.424,24,1.327,0.286,girlswar_merged_extracted/extracted/unity/bundles/b_a754b94292c923a5/images/T/4760991758553991026_Painting_1035_Front.png
2024949,소녀전쟁 | 차차 원화,차차 원화,차차,차차,20230524193841,https://game.naver.com/lounge/girlwars/board/detail/2024949,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTAw/MDAxNjg0ODk3MTAzMTk5.it5oXaK_hyhahVPpirBSyo-o8N0D_9zFbovjQvWhmB8g.d_81AYmQiRRTfaO442Ue2zSSYrXWlDVQkLYwnEUUEsEg.PNG/%EC%B0%A8%EC%B0%A8.png?type=w1678,base,title_exact,strong,1002,차차,base,1002,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_fbbe84b5a1ff18bf/images/T/6245164188049480471_Painting_1002.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-296058673418415307_head1002.png,girlswar_merged_extracted/extracted/unity/bundles/b_fbbe84b5a1ff18bf/images/S/-7839190934004406458_noalphabg_Tujian_1002.png,girlswar_merged_extracted/extracted/unity/bundles/b_fbbe84b5a1ff18bf/images/T/6245164188049480471_Painting_1002.png,download/roleprefabsandres/battleprefabandres/1002.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,1009,T_ditu,34.784,20,1.232,2.161,girlswar_merged_extracted/extracted/unity/bundles/b_a523c41f7c579b2d/images/T/-163515760831450490_T_ditu_1009.png
2024945,소녀전쟁 | 마에다 도시이에 원화,마에다 도시이에 원화,마에다 도시이에,마에다 도시이에,20230524193726,https://game.naver.com/lounge/girlwars/board/detail/2024945,https://nng-phinf.pstatic.net/MjAyMzA1MjRfMTc2/MDAxNjg0ODk3MTY5OTI0.AMuvQGK_boDK0e3aJ8KhL2PUREsH7EZNBP_BkVAON7cg.RgY6w_tCQeA51pcxpFG8sX58Vuzm0BXzWTtHmobsRvQg.PNG/%EB%A7%88%EC%97%90%EB%8B%A4%EB%8F%84%EC%8B%9C%EC%9D%B4%EC%97%90.png?type=w1678,base,title_exact,strong,1006,마에다 도시이에,base,1006,catalog,girlswar_merged_extracted/extracted/unity/bundles/b_255f3c2f548b9c6d/images/T/6796732660719253877_Painting_1006.png,girlswar_merged_extracted/extracted/unity/bundles/b_6ca02dad4f8af848/images/S/-2369628884968465642_head1006.png,,girlswar_merged_extracted/extracted/unity/bundles/b_255f3c2f548b9c6d/images/T/6796732660719253877_Painting_1006.png,download/roleprefabsandres/battleprefabandres/1006.assetbundle,True,Naver title/artName -> GIRLSWAR_CHARACTER_CATALOG.nameKo,candidate,21049,T_ditu,33.805,22,0.9837,2.664,girlswar_merged_extracted/extracted/unity/bundles/b_7e20716a1848baa0/images/T/-7592403483454860029_T_ditu_21049.png
